split,cohort,method,n_cases,n_rows,dice_mean,dice_median,dice_std,iou_mean,iou_median,iou_std,precision_mean,precision_median,precision_std,recall_mean,recall_median,recall_std,pred_vol_cm3_mean,pred_vol_cm3_median,pred_vol_cm3_std,gt_vol_cm3_mean,gt_vol_cm3_median,gt_vol_cm3_std,pred_to_gt_vol_ratio_mean,pred_to_gt_vol_ratio_median,pred_to_gt_vol_ratio_std,n_components_mean,n_components_median,n_components_std,largest_component_fraction_mean,largest_component_fraction_median,largest_component_fraction_std
dev,DUKE,v2_cond_lcc_largestfrac_le_0p95,87,87,0.6113609373621446,0.7133408387278356,0.25721215902482514,0.4818133316240974,0.5544132122935579,0.23015724579342797,0.63390759031812,0.7343955098900105,0.2996955011908757,0.6710515911419523,0.78598071985661,0.28865490023169804,23.541764645061196,12.30453018322587,37.16397290285027,24.082058525033915,9.177271195005742,43.72549753744216,1.4765839870979653,1.1069748621718678,1.3993242144892508,23.080459770114942,1.0,59.04968707768229,0.9935464824350854,1.0,0.01291016376368996
dev,DUKE,v2_cond_lcc_ncomp_ge_2,87,87,0.6130138459569665,0.7133408387278356,0.2584642717883365,0.4841464357648414,0.5544132122935579,0.2322255459617973,0.6381702278418345,0.7343955098900105,0.3019170911683212,0.6704449892546921,0.78598071985661,0.2888093545935926,23.257358874981062,12.30453018322587,36.51887306685827,24.082058525033915,9.177271195005742,43.72549753744216,1.4701912499462417,1.1066827091793252,1.4011183774837896,1.0,1.0,0.0,1.0,1.0,0.0
dev,DUKE,v2_cond_lcc_ncomp_ge_3,87,87,0.6130138459569665,0.7133408387278356,0.2584642717883365,0.4841464357648414,0.5544132122935579,0.2322255459617973,0.6381702278418345,0.7343955098900105,0.3019170911683212,0.6704449892546921,0.78598071985661,0.2888093545935926,23.257358874981062,12.30453018322587,36.51887306685827,24.082058525033915,9.177271195005742,43.72549753744216,1.4701912499462417,1.1066827091793252,1.4011183774837896,1.0,1.0,0.0,1.0,1.0,0.0
dev,DUKE,v2_cond_lcc_ncomp_ge_4,87,87,0.6130138459569665,0.7133408387278356,0.2584642717883365,0.4841464357648414,0.5544132122935579,0.2322255459617973,0.6381702278418345,0.7343955098900105,0.3019170911683212,0.6704449892546921,0.78598071985661,0.2888093545935926,23.257358874981062,12.30453018322587,36.51887306685827,24.082058525033915,9.177271195005742,43.72549753744216,1.4701912499462417,1.1066827091793252,1.4011183774837896,1.0,1.0,0.0,1.0,1.0,0.0
dev,DUKE,v2_cond_lcc_ncomp_ge_5,87,87,0.6130138459569665,0.7133408387278356,0.2584642717883365,0.4841464357648414,0.5544132122935579,0.2322255459617973,0.6381702278418345,0.7343955098900105,0.3019170911683212,0.6704449892546921,0.78598071985661,0.2888093545935926,23.257358874981062,12.30453018322587,36.51887306685827,24.082058525033915,9.177271195005742,43.72549753744216,1.4701912499462417,1.1066827091793252,1.4011183774837896,1.0,1.0,0.0,1.0,1.0,0.0
dev,DUKE,v2_cond_lcc_predvol_gt_q75,87,87,0.5736443613312917,0.642954987863786,0.23091238597279265,0.4350637931768226,0.4737904653963307,0.20821267680593317,0.5567575712570934,0.6108439776984572,0.2738194059170743,0.7034927727500139,0.7904352498656636,0.25631036843126026,25.772822493279342,15.00244140625,36.14456711206228,24.082058525033915,9.177271195005742,43.72549753744216,1.8914440230591831,1.3029248808143281,1.8710703908231878,79.35632183908046,53.0,81.96425440560847,0.8316667458799779,0.9003541751804931,0.1770340242816775
dev,DUKE,v2_cond_lcc_predvol_gt_q85,87,87,0.5709794792806278,0.642954987863786,0.22460179245294737,0.4310246879886715,0.4737904653963307,0.20497486303303644,0.5507942416612653,0.6082634358496427,0.2712523434997621,0.7227519034656126,0.792762679843046,0.23290572998914538,26.851187860791914,15.00244140625,36.54989285765087,24.082058525033915,9.177271195005742,43.72549753744216,2.0607219914232733,1.3117359413202934,2.454723044728014,106.82758620689656,77.0,117.00021932960477,0.8105708791945433,0.8838616900259707,0.18281246719189678
dev,DUKE,v2_cond_lcc_predvol_gt_q90,87,87,0.5736636272004659,0.642954987863786,0.21813574932048663,0.4323677349067214,0.4737904653963307,0.20185304790888922,0.5521505792724325,0.6082634358496427,0.26821377032571797,0.7325539930474148,0.797881010594947,0.21970540107410616,27.457977224352337,15.00244140625,36.995820152953875,24.082058525033915,9.177271195005742,43.72549753744216,2.0951367197033686,1.3117359413202934,2.468045633257977,115.49425287356321,81.0,122.8972792443195,0.8015444013122,0.8669169290385081,0.1834532090577249
dev,DUKE,v2_cond_lcc_predvol_gt_q95,87,87,0.5721059910662772,0.642954987863786,0.21700405648203058,0.43043078534858537,0.4737904653963307,0.2004013735758597,0.5494286560068757,0.5920174363165781,0.26654157652552096,0.7326224300189638,0.797881010594947,0.21972488050693229,27.780910797074917,15.00244140625,37.45365849624353,24.082058525033915,9.177271195005742,43.72549753744216,2.100248525468849,1.3284386405109487,2.4664180767999992,122.96551724137932,83.0,125.59073883385672,0.7979112514000655,0.8662535211267606,0.18145769631167805
dev,DUKE,v2_lcc,87,87,0.6130138459569665,0.7133408387278356,0.2584642717883365,0.4841464357648414,0.5544132122935579,0.2322255459617973,0.6381702278418345,0.7343955098900105,0.3019170911683212,0.6704449892546921,0.78598071985661,0.2888093545935926,23.257358874981062,12.30453018322587,36.51887306685827,24.082058525033915,9.177271195005742,43.72549753744216,1.4701912499462417,1.1066827091793252,1.4011183774837896,1.0,1.0,0.0,1.0,1.0,0.0
dev,DUKE,v2_lcc_fillholes,87,87,0.6181366066978605,0.714593473230671,0.2611974791832299,0.4909001017809243,0.5559279950341403,0.2367763808052051,0.6400292197746345,0.737426167889744,0.3018860179563297,0.679944419103966,0.7908563053159705,0.29444376641395414,23.463947877159267,12.328592681139707,36.73255455840341,24.082058525033915,9.177271195005742,43.72549753744216,1.481624589148362,1.1278527607361963,1.4041360627399748,1.0,1.0,0.0,1.0,1.0,0.0
