split,overall,method,n_cases,n_rows,dice_mean,dice_median,dice_std,iou_mean,iou_median,iou_std,precision_mean,precision_median,precision_std,recall_mean,recall_median,recall_std,pred_vol_cm3_mean,pred_vol_cm3_median,pred_vol_cm3_std,gt_vol_cm3_mean,gt_vol_cm3_median,gt_vol_cm3_std,pred_to_gt_vol_ratio_mean,pred_to_gt_vol_ratio_median,pred_to_gt_vol_ratio_std,n_components_mean,n_components_median,n_components_std,largest_component_fraction_mean,largest_component_fraction_median,largest_component_fraction_std
dev,acceptable,v1_lcc,64,64,0.5541739675975212,0.6434596800997812,0.29434881465616947,0.4346408134368098,0.47456220450993064,0.25977835356514295,0.5448143561212442,0.6657157222991951,0.3216716518968334,0.6430706631337073,0.755420729090549,0.32055454161249164,25.325936730518688,13.158570104783562,34.40892107703499,21.927832669840143,8.853600822857725,31.207193748019925,1.885538725342582,1.211631839854436,2.39296825957062,1.0,1.0,0.0,1.0,1.0,0.0
dev,acceptable,v1_raw,64,64,0.5310662129367907,0.5457329620989078,0.22726172872038564,0.39264359245981795,0.3752645271286208,0.20658176878001744,0.47605289012257507,0.4927574031622953,0.26428300470882526,0.7446280274280667,0.8181629064392879,0.2236358253280507,31.003816360907607,15.785585217859833,44.25592407116289,21.927832669840143,8.853600822857725,31.207193748019925,2.553925738920775,1.4951828118226764,3.148208687873423,142.03125,86.0,218.3167909945516,0.7980227713312958,0.8749786606717516,0.18963009349167562
dev,acceptable,v1v2_intersection,64,64,0.5429085749918254,0.5457391296956959,0.22534565391035816,0.4037559608755752,0.375270363582358,0.20701155130054058,0.5075682527164431,0.5470389395371871,0.26551725282513083,0.7270184007062537,0.7837070018542622,0.2236438347340303,28.38066885309782,15.038166473631039,38.01337120157241,21.927832669840143,8.853600822857725,31.207193748019925,2.3019842985909698,1.4202425578251425,2.7686229319881828,129.453125,82.0,191.61642651587647,0.8053818834702238,0.8775058460884353,0.18576323102659936
dev,acceptable,v1v2_intersection_lcc,64,64,0.5662334252070769,0.6796642676930391,0.2949759069684496,0.44733142784923213,0.5148077831620285,0.26224356670079524,0.57959112179367,0.6783372653029986,0.3206083258083955,0.6358101852324725,0.7259770036848122,0.31919240022793594,23.975415409175916,12.571962425808515,32.41019105201941,21.927832669840143,8.853600822857725,31.207193748019925,1.7605056653335511,1.1375659074688351,2.327447424551307,1.0,1.0,0.0,1.0,1.0,0.0
dev,acceptable,v1v2_union_lcc,64,64,0.5664502971160654,0.678373716029832,0.28722931749660024,0.44476959428795204,0.5135471174070012,0.25517325876286084,0.5541225564320997,0.6713551200125254,0.31411659076660314,0.6593073649565111,0.7698991360761173,0.31197829623899537,25.477630920439857,13.158570104783562,34.37866979862803,21.927832669840143,8.853600822857725,31.207193748019925,1.91549411513292,1.2285610450849018,2.404563732302577,1.0,1.0,0.0,1.0,1.0,0.0
dev,acceptable,v2_cond_lcc_largestfrac_le_0p5,64,64,0.5603266097362103,0.6278187391968961,0.24242218324467196,0.42549204661810497,0.4577094433351906,0.22178312138620618,0.527463537381541,0.5660016970500037,0.2776046944407067,0.7199733632596681,0.7967136792949536,0.2440728563485665,27.460519991064807,14.391600887825188,38.08969123734182,21.927832669840143,8.853600822857725,31.207193748019925,2.1804777785360647,1.3360220893509338,2.779335340511747,119.34375,75.0,193.6834447899827,0.8631881562596283,0.9191809500230064,0.13829361334171353
dev,acceptable,v2_cond_lcc_largestfrac_le_0p6,64,64,0.5584867486140821,0.6540093462828909,0.2549003974422336,0.42684824602949323,0.4859956713085391,0.22951554379355582,0.5286346192507058,0.5807688891896619,0.28466835670693785,0.7064212481891886,0.7967136792949536,0.26573215280945245,27.223711901221517,14.391600887825188,38.213720499001326,21.927832669840143,8.853600822857725,31.207193748019925,2.094346856163109,1.2618654261801219,2.755917437341017,116.015625,71.5,195.17460576650618,0.8913991303358405,0.9345799834696146,0.11488088029688867
dev,acceptable,v2_cond_lcc_largestfrac_le_0p7,64,64,0.5603699029506715,0.6655832336213909,0.2712710654990474,0.43364599227948497,0.4987823081174507,0.24268457040032304,0.5419467094781583,0.6185772912221732,0.30098724845911123,0.6811406257306878,0.7786814182584342,0.2923308322348034,26.52058365627734,13.22468470467011,38.23692254913783,21.927832669840143,8.853600822857725,31.207193748019925,1.9709304120950537,1.2107942629369635,2.499069625649956,94.921875,47.0,183.15136464419734,0.9242376952741552,0.9636757815547033,0.08701653104276783
dev,acceptable,v2_cond_lcc_largestfrac_le_0p8,64,64,0.5707485634786124,0.6823367538688228,0.28241870078378245,0.4478266915825615,0.5178787195172724,0.2526717625120856,0.5630546031163748,0.6588724781506317,0.31231295451832813,0.6677949384411926,0.7615429601787722,0.30374836304545483,24.93252766698339,13.098787624104993,32.97004189809661,21.927832669840143,8.853600822857725,31.207193748019925,1.8908140245151932,1.1711491126011717,2.4671414749463714,57.015625,25.0,73.98895073826365,0.9618613247968368,0.9844160324878901,0.05074301597426484
dev,acceptable,v2_cond_lcc_largestfrac_le_0p9,64,64,0.5717275375122377,0.6823367538688228,0.2878811444516511,0.4502184182572615,0.5178787195172724,0.25505948676985785,0.5674233945733758,0.6729548897454052,0.3142805895750241,0.6524506447891865,0.7544244840045323,0.3125091803500069,24.762800724296262,12.98009807483286,33.02383923459805,21.927832669840143,8.853600822857725,31.207193748019925,1.8355965445891413,1.1711491126011717,2.421991814661849,48.390625,1.0,73.35748891937043,0.9798804980825352,1.0,0.02942354719348234
