split,overall,method,n_cases,n_rows,dice_mean,dice_median,dice_std,iou_mean,iou_median,iou_std,precision_mean,precision_median,precision_std,recall_mean,recall_median,recall_std,pred_vol_cm3_mean,pred_vol_cm3_median,pred_vol_cm3_std,gt_vol_cm3_mean,gt_vol_cm3_median,gt_vol_cm3_std,pred_to_gt_vol_ratio_mean,pred_to_gt_vol_ratio_median,pred_to_gt_vol_ratio_std,n_components_mean,n_components_median,n_components_std,largest_component_fraction_mean,largest_component_fraction_median,largest_component_fraction_std
dev,acceptable,v2_cond_lcc_largestfrac_le_0p95,64,64,0.5754883164131555,0.6959714222101587,0.2888492583963031,0.4545271602203963,0.5337510609238112,0.2566483753116708,0.5748811675265959,0.6729548897454052,0.31786705674376975,0.6516404838905265,0.7544244840045323,0.31237415650652883,24.338009890163082,12.98009807483286,32.60664117308075,21.927832669840143,8.853600822857725,31.207193748019925,1.8017568878952672,1.158675844960615,2.331079277567327,24.03125,1.0,50.954062333183685,0.9945775145560205,1.0,0.010611545326341185
dev,acceptable,v2_cond_lcc_ncomp_ge_2,64,64,0.5771143122409066,0.6959714222101587,0.28995652198146404,0.4567161021842212,0.5337510609238112,0.25836300193787165,0.5785889209476239,0.6783302759625617,0.32021802927325743,0.6512767036546616,0.7539619562155644,0.3123618871031436,24.15779854995431,12.98009807483286,32.353006198714965,21.927832669840143,8.853600822857725,31.207193748019925,1.796117569441883,1.1497386849447873,2.332786495326934,1.0,1.0,0.0,1.0,1.0,0.0
dev,acceptable,v2_cond_lcc_ncomp_ge_3,64,64,0.5771143122409066,0.6959714222101587,0.28995652198146404,0.4567161021842212,0.5337510609238112,0.25836300193787165,0.5785889209476239,0.6783302759625617,0.32021802927325743,0.6512767036546616,0.7539619562155644,0.3123618871031436,24.15779854995431,12.98009807483286,32.353006198714965,21.927832669840143,8.853600822857725,31.207193748019925,1.796117569441883,1.1497386849447873,2.332786495326934,1.0,1.0,0.0,1.0,1.0,0.0
dev,acceptable,v2_cond_lcc_ncomp_ge_4,64,64,0.5771143122409066,0.6959714222101587,0.28995652198146404,0.4567161021842212,0.5337510609238112,0.25836300193787165,0.5785889209476239,0.6783302759625617,0.32021802927325743,0.6512767036546616,0.7539619562155644,0.3123618871031436,24.15779854995431,12.98009807483286,32.353006198714965,21.927832669840143,8.853600822857725,31.207193748019925,1.796117569441883,1.1497386849447873,2.332786495326934,1.0,1.0,0.0,1.0,1.0,0.0
dev,acceptable,v2_cond_lcc_ncomp_ge_5,64,64,0.5770866987181575,0.6959714222101587,0.2899379507548015,0.45667965409636635,0.5337510609238112,0.25833891415988525,0.5785388081105518,0.6783302759625617,0.32019354238896736,0.6512767036546616,0.7539619562155644,0.3123618871031436,24.158030292326984,12.98009807483286,32.35285506168676,21.927832669840143,8.853600822857725,31.207193748019925,1.7961931438070582,1.1497386849447873,2.332763742015142,1.046875,1.0,0.375,0.9999317437204223,1.0,0.00054605023662177
dev,acceptable,v2_cond_lcc_predvol_gt_q75,64,64,0.5535916370301426,0.5546554331001629,0.2240086063318766,0.41375738945601875,0.3837584476110028,0.20601934110603826,0.5090169348508854,0.5501743491760556,0.26735050481822403,0.731146297557228,0.7967136792949536,0.2264666536976236,26.95404912804087,15.076535979098216,31.770734730751318,21.927832669840143,8.853600822857725,31.207193748019925,2.2594007994922682,1.422375089730481,2.5030601400195076,73.8125,49.0,78.43364903909101,0.821750407339755,0.8991698008349958,0.19330899928736536
dev,acceptable,v2_cond_lcc_predvol_gt_q85,64,64,0.5546000344286445,0.5546554331001629,0.220275715060321,0.41395577636573644,0.3837584476110028,0.2039743512009553,0.5090576150755559,0.5501743491760556,0.26531816818447357,0.7425256529854912,0.7967136792949536,0.20656215880992584,27.306764580067128,15.076535979098216,32.00424104352623,21.927832669840143,8.853600822857725,31.207193748019925,2.331763615019309,1.422375089730481,2.7517045119186263,90.828125,67.0,105.93672185648569,0.815248666674979,0.8921564652320306,0.19144760199394378
dev,acceptable,v2_cond_lcc_predvol_gt_q90,64,64,0.554086614908947,0.5546554331001629,0.21994662764214049,0.41335432470046984,0.3837584476110028,0.20362302507229146,0.5082847013134079,0.5460875522561286,0.26507841154611,0.7426143793064014,0.7967136792949536,0.20661386670560694,27.403069190494573,15.076535979098216,32.12799480119129,21.927832669840143,8.853600822857725,31.207193748019925,2.3338617989068693,1.422375089730481,2.7510567035610873,97.5625,73.0,107.16622232004451,0.8138709981657009,0.8921564652320306,0.19031051688427644
dev,acceptable,v2_cond_lcc_predvol_gt_q95,64,64,0.5535571663347301,0.5523202995704652,0.21967442142986676,0.41271119404796763,0.3815387591095789,0.20301556130243809,0.5070475432585634,0.5460875522561286,0.26335215543183643,0.7426607965531798,0.7967136792949536,0.20660543981417337,27.588208228888575,15.076535979098216,32.447081448899056,21.927832669840143,8.853600822857725,31.207193748019925,2.3487173932033336,1.422375089730481,2.8223914687530653,106.453125,79.0,108.81087855387744,0.8116869649180989,0.8921564652320306,0.1884638384685561
dev,acceptable,v2_lcc,64,64,0.5771143122409066,0.6959714222101587,0.28995652198146404,0.4567161021842212,0.5337510609238112,0.25836300193787165,0.5785889209476239,0.6783302759625617,0.32021802927325743,0.6512767036546616,0.7539619562155644,0.3123618871031436,24.15779854995431,12.98009807483286,32.353006198714965,21.927832669840143,8.853600822857725,31.207193748019925,1.796117569441883,1.1497386849447873,2.332786495326934,1.0,1.0,0.0,1.0,1.0,0.0
dev,acceptable,v2_lcc_fillholes,64,64,0.5816488578969121,0.6971157040185294,0.2920228379682968,0.46230708629351863,0.5351130845446095,0.2612256723947257,0.580485678814249,0.6793589450746347,0.32023317129332857,0.659863839623374,0.7599280805247863,0.3174459483350608,24.32248397507678,13.05210720342111,32.47478730263108,21.927832669840143,8.853600822857725,31.207193748019925,1.8081285851255526,1.1651573819538805,2.343847449291134,1.0,1.0,0.0,1.0,1.0,0.0
dev,acceptable,v2_lcc_intersect_v1,64,64,0.5666934122800433,0.6792555574247892,0.2941355203098583,0.4475526391152203,0.5143342319880797,0.2617762617384883,0.5799299980371182,0.6789517726748153,0.32067383469776684,0.6361185723732463,0.7259770036848122,0.31863208387983455,23.980396871175824,12.598190950097315,32.40844532244286,21.927832669840143,8.853600822857725,31.207193748019925,1.7616066870843576,1.1375659074688351,2.327559088552769,1.609375,1.0,1.7422589560226889,0.9957026753891371,1.0,0.031467850597644294
dev,acceptable,v2_lcc_union_v1_lcc,64,64,0.5718050600165988,0.6495831733314953,0.2774261040461271,0.44719543928564554,0.48113101166788386,0.24855669837075473,0.5563071553359777,0.6657157222991951,0.3075737618190903,0.6744736332031549,0.7772443732969545,0.3028849802728459,25.548959085808043,13.158570104783562,34.33774666716222,21.927832669840143,8.853600822857725,31.207193748019925,1.9419025830040055,1.2285283589372913,2.4080039412421024,1.03125,1.0,0.17536809360305042,0.9896972122030421,1.0,0.05912430243961501
dev,acceptable,v2_raw,64,64,0.5521610309956804,0.5523202995704652,0.22002011285797735,0.41147027642246126,0.3815387591095789,0.20350062555036483,0.5049176317689417,0.5460875522561286,0.26392606567014865,0.7427442783219014,0.7967136792949536,0.2065304786939971,28.640603666534748,15.076535979098216,37.97740154136334,21.927832669840143,8.853600822857725,31.207193748019925,2.355820209706026,1.4415467492476222,2.8199958137580428,130.9375,83.5,191.2589763429315,0.8072600789467466,0.8860890992095036,0.18683014764738246
dev,acceptable,v2_remove_small_100,64,64,0.5618956925404428,0.5684547519854273,0.2195968098857666,0.42114009493095456,0.3970999354419479,0.2047229677061159,0.5198429684018081,0.5569109293125069,0.2668883860873,0.741496386675913,0.7963282109441739,0.20732547069849938,27.855910646044915,14.660921520614039,37.18664850654462,21.927832669840143,8.853600822857725,31.207193748019925,2.2612003891914756,1.3920764349275,2.7356700334243076,5.140625,3.0,5.233794906851445,0.8360407790156977,0.9229070983111147,0.18497487799743964
dev,acceptable,v2_remove_small_1000,64,64,0.5702264923928331,0.5911934567952588,0.23317651608900852,0.43292383064053896,0.4196413500582148,0.21544878476615104,0.5382115334553534,0.5722517271279255,0.2805407272643279,0.727828898001986,0.7958792506417165,0.2335238175485286,27.120155405716005,14.070215258037795,36.999401343427415,21.927832669840143,8.853600822857725,31.207193748019925,2.12330312271542,1.3563414408724306,2.6579299877796445,1.6875,1.0,1.0215922834726159,0.8813832154522893,1.0,0.17394620982211856
dev,acceptable,v2_remove_small_1000_fillholes,64,64,0.5750873251596659,0.6032580237838451,0.23420766267715676,0.43825982812230224,0.43192358078825277,0.21736240755660463,0.5404343184511697,0.5749547099047891,0.2800071865515075,0.7385941204928801,0.8128647189338405,0.23884121700186497,27.304163461075312,14.28564576000354,37.12389197393943,21.927832669840143,8.853600822857725,31.207193748019925,2.1379075441755813,1.3595995438680641,2.671000620666816,1.6875,1.0,1.0215922834726159,0.8815594562772142,1.0,0.17401786413048773
dev,acceptable,v2_remove_small_100_fillholes,64,64,0.5666747154359022,0.5752737880033061,0.2204989934101942,0.42626065052500817,0.4037788640660722,0.20648798511593885,0.5221210406712848,0.5572355133896225,0.26640077916160104,0.7522737686998812,0.8133136792362979,0.2125694342930943,28.0404635763094,14.876352022579784,37.31145374199124,21.927832669840143,8.853600822857725,31.207193748019925,2.2758901593365852,1.39330618286241,2.748183309165194,5.140625,3.0,5.233794906851445,0.8364480916416314,0.9232249396663212,0.18495979001524057
dev,acceptable,v2_remove_small_250,64,64,0.5663113456563698,0.5726959888078906,0.21879307069843396,0.4253697118379968,0.4012431750051766,0.20449802871438352,0.5264725297710615,0.5607461694026176,0.26809765295531374,0.7410705468332331,0.7963282109441739,0.2074908847450274,27.616569296260053,14.56146595458069,37.09158210190993,21.927832669840143,8.853600822857725,31.207193748019925,2.218099899036216,1.37492398038072,2.702209455170151,2.875,2.0,2.1343747458109497,0.84831141065585,0.9370558785529716,0.1827827111662495
dev,acceptable,v2_remove_small_250_fillholes,64,64,0.5711226414404391,0.5809166709443639,0.21972331271234125,0.43056240110473687,0.4093720559439715,0.20630963532633306,0.5287401706450803,0.5613498033860425,0.26759065734705895,0.7518479288572012,0.8133136792362979,0.2127468422380738,27.801059760755948,14.63126774755894,37.216327916608904,21.927832669840143,8.853600822857725,31.207193748019925,2.232748717187662,1.3805989421502165,2.714843637454281,2.875,2.0,2.1343747458109497,0.8486458446320837,0.9381586964856932,0.18278589550545193
dev,acceptable,v2_remove_small_50,64,64,0.5595711225140862,0.5619987808883522,0.21980348249709025,0.4188666844705764,0.3908430305590552,0.20465161364881324,0.5163030051909484,0.5537607045320183,0.26633041056268636,0.7418586297971705,0.7963282109441739,0.20715346369752496,28.040779290991985,14.784850612985036,37.33764214620773,21.927832669840143,8.853600822857725,31.207193748019925,2.2829873481338527,1.3994251375211495,2.754772239981389,8.921875,5.5,10.959238601029075,0.8295306125665582,0.9107832934815474,0.18618429390656271
dev,acceptable,v2_remove_small_500,64,64,0.5703379448598215,0.5726959888078906,0.21809181875201838,0.4293030442137505,0.4012431750051766,0.20460885204228738,0.5321245205618313,0.5624234423644567,0.2688257700190876,0.7408715301421813,0.7958792506417165,0.20730688645953674,27.403936724373196,14.251078241849907,36.99348871015122,21.927832669840143,8.853600822857725,31.207193748019925,2.181028885555504,1.3675798515844588,2.6814610353917243,2.140625,2.0,1.499917325763985,0.8584852213322752,0.944679502518547,0.1779350208867851
dev,acceptable,v2_remove_small_500_fillholes,64,64,0.5751668324845078,0.5875937089718941,0.2190234444693743,0.43454392721118373,0.416105016843288,0.20644086206591944,0.5343758999473371,0.5621437081759555,0.26828924450644986,0.7516489121661494,0.8128647189338405,0.21257644402966147,27.5882243527789,14.320880034828154,37.11816244655989,21.927832669840143,8.853600822857725,31.207193748019925,2.1956671018482394,1.3702910475700865,2.6942982259910586,2.140625,2.0,1.499917325763985,0.8587691553313839,0.945020108868131,0.17796109091345516
dev,acceptable,v2_remove_small_50_fillholes,64,64,0.5643374139114187,0.5726864767158952,0.22070664914847984,0.42395785351446336,0.40123948482456456,0.20640741886166833,0.5185893702293329,0.5534911383683188,0.26586047327158097,0.7526360118211386,0.8133136792362979,0.2123858601350633,28.225332221256465,15.000281114950782,37.46233223672049,21.927832669840143,8.853600822857725,31.207193748019925,2.2976771182789624,1.4007940699060923,2.767218722168294,8.921875,5.5,10.959238601029075,0.829973981696466,0.9112613592180023,0.18616457063684433
dev,good,v1_lcc,47,47,0.6153859001765105,0.7123674535088187,0.2387720596502194,0.4796470787711574,0.5532381543554727,0.2114702964459248,0.658284587377737,0.7094635615240779,0.2782836809289954,0.6634378504411869,0.7992055418301603,0.28462330877181774,27.231523618368225,13.482389861252534,40.590328938258054,29.056097401899066,12.0672607421875,52.82845967185518,1.369543830913135,1.1393491344082025,1.1886836186762293,1.0,1.0,0.0,1.0,1.0,0.0
dev,good,v1_raw,47,47,0.5718244451697836,0.6424732069249794,0.20124145889263786,0.4254416412104607,0.47326742293584667,0.18350739820742945,0.56361634331243,0.639193336256028,0.25063741546574286,0.7222431293563917,0.8200451904454487,0.22687872776132376,33.41099740098834,15.911336080669674,42.78610248076945,29.056097401899066,12.0672607421875,52.82845967185518,2.041274562526472,1.3284101277372264,2.5268627541960105,140.38297872340425,91.0,127.21627479824667,0.7934583117272676,0.8548007723363173,0.18195477801101553
dev,good,v1v2_intersection,47,47,0.5742793786715599,0.6424732069249794,0.1985165707871784,0.42727168795435205,0.47326742293584667,0.18148236111183455,0.5701468560751638,0.6428777601385481,0.24947233656758788,0.7174878933324171,0.8016598142226283,0.22807190810926786,32.834425793384476,15.911336080669674,42.71600635419294,29.056097401899066,12.0672607421875,52.82845967185518,1.97779389136838,1.3117359413202934,2.506902254464808,139.29787234042553,87.0,127.02120926865048,0.7959339995475959,0.8555809089180453,0.1805819336324501
dev,good,v1v2_intersection_lcc,47,47,0.6157436781068495,0.7123674535088187,0.23794683310154627,0.4797890400977651,0.5532381543554727,0.21082982772091913,0.6635152225402359,0.7234509230488028,0.27749130630877833,0.6585713867269016,0.7791503172988422,0.2850207775736823,26.84865140017132,13.482389861252534,40.58234978238271,29.056097401899066,12.0672607421875,52.82845967185518,1.3340858515738174,1.1066827091793252,1.1744846677639786,1.0,1.0,0.0,1.0,1.0,0.0
dev,good,v1v2_union_lcc,47,47,0.6163124581675686,0.7123674535088187,0.23935602530336827,0.4808598483550404,0.5532381543554727,0.21229364108510765,0.6576955887107057,0.7094463331714425,0.2783276647638187,0.66563318134099,0.800768802791968,0.2848208529694735,27.74345956407869,13.482389861252534,40.763251296358305,29.056097401899066,12.0672607421875,52.82845967185518,1.401675798382375,1.1536470229937565,1.2196894060349983,1.0,1.0,0.0,1.0,1.0,0.0
dev,good,v2_cond_lcc_largestfrac_le_0p5,47,47,0.5842170614941242,0.6431602661497354,0.20712149672923474,0.4389034966433552,0.47401343733106804,0.1855394217762135,0.5822258908955518,0.6443043124491457,0.24662737962807715,0.700038476042631,0.8010216984472207,0.2485268876865727,31.852802428304198,15.75698059819686,43.08444173570028,29.056097401899066,12.0672607421875,52.82845967185518,1.7681309356942756,1.276013143483023,1.8600148061281554,118.17021276595744,78.0,110.71041723675488,0.834387721414852,0.8838616900259707,0.15566424360583697
dev,good,v2_cond_lcc_largestfrac_le_0p6,47,47,0.5856296668747821,0.6563995048566427,0.2211462724868902,0.44388475064182636,0.48853770687737585,0.1976250133712231,0.5969481177276353,0.6554511537930081,0.26217633112432587,0.6815242715093576,0.797881010594947,0.2682314231020706,30.49547548934196,15.00244140625,42.925286601117726,29.056097401899066,12.0672607421875,52.82845967185518,1.5752559912093942,1.231545955743524,1.3345043305339765,103.08510638297872,61.0,109.59784784209438,0.8857290848692793,0.9286528652865287,0.11648706215645525
dev,good,v2_cond_lcc_largestfrac_le_0p7,47,47,0.593939454728304,0.6592095578796022,0.2310981365843997,0.45436704351392243,0.49165741130813323,0.20144340093053764,0.6143745279707903,0.6707268634979479,0.2654310165346283,0.6640193755450422,0.792762679843046,0.2851547905420492,29.08094689770924,14.710353650177526,42.23673623311005,29.056097401899066,12.0672607421875,52.82845967185518,1.4610368513574856,1.2190122659780502,1.216680964467007,75.44680851063829,46.0,92.23853964647701,0.9281866651305054,0.9668588948098401,0.08442418087715643
dev,good,v2_cond_lcc_largestfrac_le_0p8,47,47,0.6044075969238865,0.6660353057049776,0.23261392698384004,0.4657552413009008,0.49929005509172486,0.20304414247838654,0.6324824304600352,0.6748492969233882,0.26565297265810556,0.6636057129400478,0.792762679843046,0.28522298144711866,28.435736624711986,14.501056650668689,41.7531127808871,29.056097401899066,12.0672607421875,52.82845967185518,1.4163936339916687,1.2009889470622455,1.2072924835025702,63.42553191489362,35.0,86.37827441244579,0.9557716050642241,0.9862422173127134,0.055458015717281914
dev,good,v2_cond_lcc_largestfrac_le_0p9,47,47,0.6129538431829631,0.7095553453169348,0.2364389964252178,0.47614510462387183,0.5498533724340176,0.20798113759390519,0.6538063861066812,0.700416663347169,0.27473758028822315,0.6620739667918139,0.792762679843046,0.2845672196590313,27.870246773888113,13.492779776110348,41.71650281314698,29.056097401899066,12.0672607421875,52.82845967185518,1.3855986696502656,1.1329264157341472,1.2123558568003308,38.91489361702128,1.0,75.88029181810965,0.9849782348260933,1.0,0.025154813437793466
dev,good,v2_cond_lcc_largestfrac_le_0p95,47,47,0.6156333624913625,0.7123674535088187,0.23761496115445793,0.4795024946969329,0.5532381543554727,0.21004222023970415,0.6592471220901402,0.7233848122087179,0.2760070006163848,0.6615435178186306,0.78598071985661,0.28473691608462326,27.77080983076861,13.482389861252534,41.75250847675855,29.056097401899066,12.0672607421875,52.82845967185518,1.372144991264944,1.1069748621718678,1.2042028332485994,27.95744680851064,1.0,70.28017144036663,0.9939736096339514,1.0,0.01235466359219727
dev,good,v2_cond_lcc_ncomp_ge_2,47,47,0.6166811906402925,0.7123674535088187,0.23846695239120333,0.48098207900347134,0.5532381543554727,0.21150902565575616,0.6627797057593574,0.7233848122087179,0.27746924578881316,0.6607600211552592,0.78598071985661,0.2850339225495286,27.359318597149418,13.482389861252534,40.754490434441415,29.056097401899066,12.0672607421875,52.82845967185518,1.36661109583226,1.1066827091793252,1.2057162666115913,1.0,1.0,0.0,1.0,1.0,0.0
dev,good,v2_cond_lcc_ncomp_ge_3,47,47,0.6166811906402925,0.7123674535088187,0.23846695239120333,0.48098207900347134,0.5532381543554727,0.21150902565575616,0.6627797057593574,0.7233848122087179,0.27746924578881316,0.6607600211552592,0.78598071985661,0.2850339225495286,27.359318597149418,13.482389861252534,40.754490434441415,29.056097401899066,12.0672607421875,52.82845967185518,1.36661109583226,1.1066827091793252,1.2057162666115913,1.0,1.0,0.0,1.0,1.0,0.0
dev,good,v2_cond_lcc_ncomp_ge_4,47,47,0.6166811906402925,0.7123674535088187,0.23846695239120333,0.48098207900347134,0.5532381543554727,0.21150902565575616,0.6627797057593574,0.7233848122087179,0.27746924578881316,0.6607600211552592,0.78598071985661,0.2850339225495286,27.359318597149418,13.482389861252534,40.754490434441415,29.056097401899066,12.0672607421875,52.82845967185518,1.36661109583226,1.1066827091793252,1.2057162666115913,1.0,1.0,0.0,1.0,1.0,0.0
dev,good,v2_cond_lcc_ncomp_ge_5,47,47,0.6166811906402925,0.7123674535088187,0.23846695239120333,0.48098207900347134,0.5532381543554727,0.21150902565575616,0.6627797057593574,0.7233848122087179,0.27746924578881316,0.6607600211552592,0.78598071985661,0.2850339225495286,27.359318597149418,13.482389861252534,40.754490434441415,29.056097401899066,12.0672607421875,52.82845967185518,1.36661109583226,1.1066827091793252,1.2057162666115913,1.0,1.0,0.0,1.0,1.0,0.0
dev,good,v2_cond_lcc_predvol_gt_q75,47,47,0.5719748681133379,0.6424732069249794,0.2340949652477153,0.4325355167343368,0.47326742293584667,0.2019612249311894,0.5782501069119357,0.6554511537930081,0.26675812368297697,0.6639117344942724,0.792762679843046,0.28489758605845267,29.362117776255154,15.911336080669674,40.248840919414846,29.056097401899066,12.0672607421875,52.82845967185518,1.6866437384622197,1.243235041221992,1.7826589088171128,63.95744680851064,46.0,71.09361784075506,0.8602284113344489,0.9286528652865287,0.16316219991750128
dev,good,v2_cond_lcc_predvol_gt_q85,47,47,0.5653149797787107,0.6424732069249794,0.22763185378526948,0.4245098835523903,0.47326742293584667,0.1986834022975488,0.5667979965251987,0.6443043124491457,0.2657275238701064,0.684102946665389,0.797881010594947,0.26911827160545787,30.9522429395925,15.911336080669674,40.57642221751176,29.056097401899066,12.0672607421875,52.82845967185518,1.9051714388476237,1.276013143483023,2.476602141761103,96.19148936170212,60.0,110.84627786849136,0.8288169657095971,0.8903986981285598,0.18045032953081225
dev,good,v2_cond_lcc_predvol_gt_q90,47,47,0.5702835089069219,0.6424732069249794,0.21566191047142536,0.4269959491240997,0.47326742293584667,0.19269370031350674,0.5693086640182101,0.6443043124491457,0.25973340898798586,0.7022472401465972,0.8010216984472207,0.25006611491378866,32.07544878277881,15.911336080669674,41.20382011939759,29.056097401899066,12.0672607421875,52.82845967185518,1.9688752975788644,1.276013143483023,2.5048981129423105,112.23404255319149,67.0,123.12404716311201,0.8121083789912164,0.8701414553332484,0.18301069479602303
dev,good,v2_cond_lcc_predvol_gt_q95,47,47,0.5737865739539773,0.6424732069249794,0.2015461700989528,0.42753835350168945,0.47326742293584667,0.18428198582907976,0.5692906040556133,0.6436327739387957,0.25219365031438423,0.719650052931126,0.814327082184225,0.22759487499569542,33.07836762122046,15.911336080669674,42.17470227764834,29.056097401899066,12.0672607421875,52.82845967185518,2.010702770216155,1.3117359413202934,2.5318316500599396,123.85106382978724,78.0,125.49189801032962,0.8001050261567115,0.8555809089180453,0.17963033706645412
dev,good,v2_lcc,47,47,0.6166811906402925,0.7123674535088187,0.23846695239120333,0.48098207900347134,0.5532381543554727,0.21150902565575616,0.6627797057593574,0.7233848122087179,0.27746924578881316,0.6607600211552592,0.78598071985661,0.2850339225495286,27.359318597149418,13.482389861252534,40.754490434441415,29.056097401899066,12.0672607421875,52.82845967185518,1.36661109583226,1.1066827091793252,1.2057162666115913,1.0,1.0,0.0,1.0,1.0,0.0
