feature_a,feature_b,spearman_rho,abs_rho,n
kin_gt_auc_enh_norm,v2_lcc_pred_to_gt_vol_ratio,0.2492443365178771,0.2492443365178771,526
kin_gt_auc_enh_norm,pred_to_gt_vol_ratio,0.2492443365178771,0.2492443365178771,526
v2_raw_n_components_ge100,v1_lcc_theoretical_max_dice_by_volume_ratio,-0.24895153579242443,0.24895153579242443,526
v1_raw_n_components,v2_small50_pred_to_gt_vol_ratio,0.24847429868355295,0.24847429868355295,526
v1_raw_largest_component_fraction,v1_lcc_theoretical_max_dice_by_volume_ratio,0.24746657156668625,0.24746657156668625,526
kin_tumor_to_fg_max_enh_diff,kin_ring_max_enh,0.24713625030534722,0.24713625030534722,526
kin_fg_late_slope,kin_selected_max_enh,-0.24686877212004346,0.24686877212004346,339
v2_raw_pred_to_gt_vol_ratio,v2_lcc_dice_utilization_of_volume_bound,-0.24658815544305532,0.24658815544305532,526
v1_raw_n_components_ge50,v2_small50_pred_to_gt_vol_ratio,0.2460839154756755,0.2460839154756755,526
v1_raw_n_components,v2_small100_pred_to_gt_vol_ratio,0.24566789795076804,0.24566789795076804,526
v2_raw_pred_to_gt_vol_ratio,v1_raw_dice_utilization_of_volume_bound,0.24542481039641387,0.24542481039641387,526
v2_raw_n_components_ge50,v2_lcc_theoretical_max_dice_by_volume_ratio,-0.24495169032609493,0.24495169032609493,526
gt_vol_cm3,v2_raw_n_components_ge50,0.24419439027163525,0.24419439027163525,526
v2_raw_n_components_ge50,log_gt_vol_cm3,0.24419439027163525,0.24419439027163525,526
v1_raw_n_components_ge50,v1_lcc_theoretical_max_dice_by_volume_ratio,-0.24405767202967657,0.24405767202967657,526
v1_raw_pred_to_gt_vol_ratio,v2_lcc_theoretical_max_dice_by_volume_ratio,-0.24394798223471897,0.24394798223471897,526
v2_raw_pred_to_gt_vol_ratio,v2_lcc_theoretical_max_dice_by_volume_ratio,-0.24391376273310747,0.24391376273310747,526
kin_gt_max_enh,pred_to_gt_vol_ratio,0.2426091339270898,0.2426091339270898,526
kin_gt_max_enh,v2_lcc_pred_to_gt_vol_ratio,0.2426091339270898,0.2426091339270898,526
kin_gt_washout_index,kin_ring_auc_enh,0.2425030635914965,0.2425030635914965,526
v1_raw_n_components,kin_fg_auc_enh_norm,0.24211455570164148,0.24211455570164148,526
v2_small50_pred_to_gt_vol_ratio,v2_lcc_dice_utilization_of_volume_bound,-0.24159443114379925,0.24159443114379925,526
v2_small100_pred_to_gt_vol_ratio,v2_lcc_dice_utilization_of_volume_bound,-0.24129401825560443,0.24129401825560443,526
v1_raw_n_components_ge100,v1_lcc_theoretical_max_dice_by_volume_ratio,-0.2407098270156148,0.2407098270156148,526
kin_tumor_to_ring_max_enh_diff,kin_gt_washout_index,0.24055894501308453,0.24055894501308453,526
v1_raw_largest_component_fraction,v1_lcc_dice_gap_to_volume_bound,-0.24029012365402436,0.24029012365402436,526
v1_raw_n_components_ge50,v2_small100_pred_to_gt_vol_ratio,0.2396644202268105,0.2396644202268105,526
v2_small50_pred_to_gt_vol_ratio,v2_lcc_theoretical_max_dice_by_volume_ratio,-0.23958965457886822,0.23958965457886822,526
kin_ring_max_enh,kin_fg_late_slope,-0.23918841146091743,0.23918841146091743,340
v1_raw_pred_to_gt_vol_ratio,v1_raw_dice_utilization_of_volume_bound,0.23899754752833527,0.23899754752833527,526
v2_small100_pred_to_gt_vol_ratio,v2_lcc_theoretical_max_dice_by_volume_ratio,-0.23869120713414763,0.23869120713414763,526
v1_lcc_theoretical_max_dice_by_volume_ratio,v1_lcc_dice_gap_to_volume_bound,0.23858500299420637,0.23858500299420637,526
v1_small50_pred_to_gt_vol_ratio,v2_lcc_theoretical_max_dice_by_volume_ratio,-0.23847731463491811,0.23847731463491811,526
v1_raw_largest_component_fraction,v2_lcc_theoretical_max_dice_by_volume_ratio,0.23841085459082445,0.23841085459082445,526
kin_gt_max_enh,v1_lcc_pred_to_gt_vol_ratio,0.2373977099732325,0.2373977099732325,526
v1_raw_pred_to_gt_vol_ratio,v2_lcc_dice_utilization_of_volume_bound,-0.23722820479324913,0.23722820479324913,526
v1_small100_pred_to_gt_vol_ratio,v2_lcc_theoretical_max_dice_by_volume_ratio,-0.23701890421322458,0.23701890421322458,526
v2_raw_n_components_ge100,v2_lcc_theoretical_max_dice_by_volume_ratio,-0.2364003707686084,0.2364003707686084,526
kin_tumor_to_fg_max_enh_diff,kin_ring_auc_enh_norm,0.23611006723307498,0.23611006723307498,526
kin_gt_auc_enh,v1_lcc_pred_to_gt_vol_ratio,0.23581404792997787,0.23581404792997787,526
kin_fg_max_enh,kin_n_components,0.23559646533957013,0.23559646533957013,526
v2_raw_n_components,kin_fg_max_enh,0.23559646533957013,0.23559646533957013,526
v1_lcc_pred_vol_cm3,v2_raw_largest_component_fraction,0.23480354192455835,0.23480354192455835,526
v1_raw_n_components,kin_gt_max_enh,0.23471370397266036,0.23471370397266036,526
v2_lcc_theoretical_max_dice_by_volume_ratio,v2_lcc_dice_gap_to_volume_bound,0.2347051711645041,0.2347051711645041,526
v1_raw_n_components,v1_raw_second_largest_component_fraction,0.2340110421487926,0.2340110421487926,526
v2_raw_largest_component_fraction,v1_raw_dice_utilization_of_volume_bound,0.23353634893165137,0.23353634893165137,526
v1_small100_pred_to_gt_vol_ratio,v2_lcc_dice_utilization_of_volume_bound,-0.23340970760361063,0.23340970760361063,526
v1_small50_pred_to_gt_vol_ratio,v2_lcc_dice_utilization_of_volume_bound,-0.2327118545749865,0.2327118545749865,526
early_dev_s,kin_ring_max_enh,-0.23222403911564204,0.23222403911564204,526
kin_early_dev_s,kin_ring_max_enh,-0.23222403911564204,0.23222403911564204,526
kin_gt_first_post_s,kin_ring_max_enh,-0.23216137088932234,0.23216137088932234,526
kin_first_post_s,kin_ring_max_enh,-0.23216137088932234,0.23216137088932234,526
kin_ring_first_post_s,kin_ring_max_enh,-0.23216137088932234,0.23216137088932234,526
kin_ring_max_enh,kin_fg_first_post_s,-0.23216137088932234,0.23216137088932234,526
v2_lcc_theoretical_max_dice_by_volume_ratio,v1_lcc_dice_gap_to_volume_bound,0.23140657612241508,0.23140657612241508,526
kin_gt_washout_index,kin_selected_max_enh,0.2313746173589106,0.2313746173589106,525
kin_gt_first_post_s,kin_fg_washout_index,-0.23002962670089772,0.23002962670089772,526
kin_first_post_s,kin_fg_washout_index,-0.23002962670089772,0.23002962670089772,526
kin_fg_first_post_s,kin_fg_washout_index,-0.23002962670089772,0.23002962670089772,526
kin_ring_first_post_s,kin_fg_washout_index,-0.23002962670089772,0.23002962670089772,526
gt_vol_cm3,v1_raw_n_components_ge50,0.23000685258736772,0.23000685258736772,526
v1_raw_n_components_ge50,log_gt_vol_cm3,0.23000685258736772,0.23000685258736772,526
early_dev_s,kin_fg_washout_index,-0.2299597477717214,0.2299597477717214,526
kin_early_dev_s,kin_fg_washout_index,-0.2299597477717214,0.2299597477717214,526
v1_raw_n_components_ge50,v2_lcc_theoretical_max_dice_by_volume_ratio,-0.22961869379354016,0.22961869379354016,526
v2_raw_largest_component_fraction,v2_lcc_dice_gap_to_volume_bound,-0.2293033548510782,0.2293033548510782,526
kin_n_components,v1_lcc_pred_to_gt_vol_ratio,0.228370790457854,0.228370790457854,526
v2_raw_n_components,v1_lcc_pred_to_gt_vol_ratio,0.228370790457854,0.228370790457854,526
v2_raw_n_components,kin_gt_max_enh,0.22830395859292768,0.22830395859292768,526
kin_gt_max_enh,kin_n_components,0.22830395859292768,0.22830395859292768,526
kin_gt_auc_enh,v1_small100_pred_to_gt_vol_ratio,0.22798091541289645,0.22798091541289645,526
kin_gt_auc_enh,v1_raw_pred_to_gt_vol_ratio,0.2276853083929512,0.2276853083929512,526
kin_gt_auc_enh,v1_small50_pred_to_gt_vol_ratio,0.22757217789605722,0.22757217789605722,526
v1_raw_n_components_ge100,v2_lcc_theoretical_max_dice_by_volume_ratio,-0.22742383129108473,0.22742383129108473,526
v1_raw_n_components_ge50,kin_fg_auc_enh,0.22731581386418212,0.22731581386418212,526
v1_raw_second_largest_component_fraction,kin_n_components,0.22709583142578588,0.22709583142578588,526
v1_raw_second_largest_component_fraction,v2_raw_n_components,0.22709583142578588,0.22709583142578588,526
v2_raw_largest_component_fraction,v1_lcc_dice_gap_to_volume_bound,-0.22662920387092653,0.22662920387092653,526
kin_gt_auc_enh,v2_lcc_pred_to_gt_vol_ratio,0.2253252347179519,0.2253252347179519,526
kin_gt_auc_enh,pred_to_gt_vol_ratio,0.2253252347179519,0.2253252347179519,526
v1_raw_n_components,kin_ring_auc_enh,0.22410096661752232,0.22410096661752232,526
v1_raw_n_components,kin_fg_auc_enh,0.22398845332072395,0.22398845332072395,526
kin_gt_auc_enh_norm,v1_small50_pred_to_gt_vol_ratio,0.2239181123203605,0.2239181123203605,526
kin_gt_auc_enh_norm,v1_small100_pred_to_gt_vol_ratio,0.22387259626038566,0.22387259626038566,526
v2_raw_second_largest_component_fraction,kin_n_components,0.2233704806231857,0.2233704806231857,526
v2_raw_n_components,v2_raw_second_largest_component_fraction,0.2233704806231857,0.2233704806231857,526
v1_lcc_pred_vol_cm3,kin_ring_auc_enh_norm,0.22319958524314912,0.22319958524314912,526
kin_gt_auc_enh_norm,v1_raw_pred_to_gt_vol_ratio,0.2224802335996339,0.2224802335996339,526
kin_gt_max_enh,kin_fg_auc_enh,0.22238507864816479,0.22238507864816479,526
v1_small100_pred_vol_cm3,kin_ring_auc_enh_norm,0.22191647761766306,0.22191647761766306,526
v1_small50_pred_vol_cm3,kin_ring_auc_enh_norm,0.22190757230158098,0.22190757230158098,526
v1_raw_pred_vol_cm3,kin_ring_auc_enh_norm,0.22178108383056402,0.22178108383056402,526
kin_gt_auc_enh_norm,v2_small50_pred_to_gt_vol_ratio,0.22141852202674273,0.22141852202674273,526
kin_gt_auc_enh_norm,v2_small100_pred_to_gt_vol_ratio,0.221398237695667,0.221398237695667,526
kin_tumor_to_fg_max_enh_diff,v1_lcc_pred_to_gt_vol_ratio,0.22129846517289609,0.22129846517289609,526
kin_ring_max_enh,v1_lcc_pred_to_gt_vol_ratio,0.2212076804228376,0.2212076804228376,526
kin_gt_auc_enh_norm,v2_raw_pred_to_gt_vol_ratio,0.22072011436734637,0.22072011436734637,526
v1_raw_largest_component_fraction,v2_lcc_dice_gap_to_volume_bound,-0.22045641806336172,0.22045641806336172,526
v2_raw_n_components,kin_fg_auc_enh_norm,0.22035723344242877,0.22035723344242877,526
kin_fg_auc_enh_norm,kin_n_components,0.22035723344242875,0.22035723344242875,526
v1_raw_second_largest_component_fraction,v1_lcc_dice_gap_to_volume_bound,0.21976856485265517,0.21976856485265517,526
kin_gt_auc_enh,v2_small100_pred_to_gt_vol_ratio,0.21846640974554915,0.21846640974554915,526
kin_ring_auc_enh_norm,kin_fg_late_slope,-0.21833417040550424,0.21833417040550424,340
kin_gt_auc_enh,v2_raw_pred_to_gt_vol_ratio,0.21821310297699356,0.21821310297699356,526
kin_gt_auc_enh,v2_small50_pred_to_gt_vol_ratio,0.21776346697148133,0.21776346697148133,526
v2_raw_n_components,v2_raw_dice_utilization_of_volume_bound,-0.21739255556378198,0.21739255556378198,526
kin_n_components,v2_raw_dice_utilization_of_volume_bound,-0.21739255556378198,0.21739255556378198,526
v1_raw_n_components,v1_lcc_pred_to_gt_vol_ratio,0.21694761115848657,0.21694761115848657,526
v1_raw_n_components,v2_raw_dice_utilization_of_volume_bound,-0.21670881425682278,0.21670881425682278,526
v1_raw_n_components_ge50,late_dev_s,-0.21537608819228884,0.21537608819228884,526
v1_raw_n_components_ge50,kin_late_dev_s,-0.21537608819228884,0.21537608819228884,526
kin_gt_max_enh,v2_small50_pred_to_gt_vol_ratio,0.2151335127452183,0.2151335127452183,526
kin_gt_max_enh,v2_small100_pred_to_gt_vol_ratio,0.2149021394403462,0.2149021394403462,526
kin_gt_max_enh,v2_raw_pred_to_gt_vol_ratio,0.214816714371263,0.214816714371263,526
kin_tumor_to_fg_max_enh_diff,v2_small100_pred_to_gt_vol_ratio,0.214573055028463,0.214573055028463,526
v2_raw_second_largest_component_fraction,v2_lcc_dice_gap_to_volume_bound,0.21427744800851775,0.21427744800851775,526
v1_raw_n_components,v2_raw_second_largest_component_fraction,0.21423422251715532,0.21423422251715532,526
v2_small100_pred_to_gt_vol_ratio,v2_raw_dice_utilization_of_volume_bound,0.2138191057851454,0.2138191057851454,526
kin_gt_max_enh,v1_small50_pred_to_gt_vol_ratio,0.2134239394273593,0.2134239394273593,526
kin_gt_max_enh,v1_small100_pred_to_gt_vol_ratio,0.21341000425682352,0.21341000425682352,526
v1_raw_second_largest_component_fraction,v2_lcc_dice_gap_to_volume_bound,0.21331451947883287,0.21331451947883287,526
v2_small50_pred_vol_cm3,v2_lcc_pred_to_gt_vol_ratio,0.21325218226625864,0.21325218226625864,526
v2_small50_pred_vol_cm3,pred_to_gt_vol_ratio,0.21325218226625864,0.21325218226625864,526
v1_raw_n_components,kin_gt_auc_enh_norm,0.2132180984010347,0.2132180984010347,526
v2_raw_pred_vol_cm3,v2_lcc_pred_to_gt_vol_ratio,0.21319825562998412,0.21319825562998412,526
v2_raw_pred_vol_cm3,pred_to_gt_vol_ratio,0.21319825562998412,0.21319825562998412,526
v2_small100_pred_vol_cm3,pred_to_gt_vol_ratio,0.21312808503752295,0.21312808503752295,526
v2_small100_pred_vol_cm3,v2_lcc_pred_to_gt_vol_ratio,0.21312808503752295,0.21312808503752295,526
kin_tumor_to_fg_max_enh_diff,v2_small50_pred_to_gt_vol_ratio,0.2130659127382095,0.2130659127382095,526
kin_gt_max_enh,v1_raw_pred_to_gt_vol_ratio,0.21268034553450965,0.21268034553450965,526
kin_tumor_to_fg_max_enh_diff,v2_raw_pred_to_gt_vol_ratio,0.21200420116531832,0.21200420116531832,526
v1_lcc_pred_vol_cm3,kin_ring_max_enh,0.21196058160784242,0.21196058160784242,526
kin_gt_late_slope,v1_raw_dice_gap_to_volume_bound,-0.21181982504757133,0.21181982504757133,283
v2_small100_pred_vol_cm3,kin_ring_auc_enh_norm,0.21095419843394242,0.21095419843394242,526
kin_n_components,pred_to_gt_vol_ratio,0.21086253222744825,0.21086253222744825,526
v2_raw_n_components,pred_to_gt_vol_ratio,0.21086253222744825,0.21086253222744825,526
v2_raw_n_components,v2_lcc_pred_to_gt_vol_ratio,0.21086253222744825,0.21086253222744825,526
kin_n_components,v2_lcc_pred_to_gt_vol_ratio,0.21086253222744825,0.21086253222744825,526
v2_small50_pred_to_gt_vol_ratio,v2_raw_dice_utilization_of_volume_bound,0.21062439819459242,0.21062439819459242,526
v2_small50_pred_vol_cm3,kin_ring_auc_enh_norm,0.2105680540338299,0.2105680540338299,526
v2_raw_pred_vol_cm3,kin_ring_auc_enh_norm,0.2104649832458434,0.2104649832458434,526
v1_small100_pred_vol_cm3,kin_ring_max_enh,0.20974571405895853,0.20974571405895853,526
v1_raw_pred_vol_cm3,kin_ring_max_enh,0.2096993734326798,0.2096993734326798,526
v1_small50_pred_vol_cm3,kin_ring_max_enh,0.20968741722127338,0.20968741722127338,526
v1_raw_n_components_ge100,kin_fg_auc_enh,0.2096724671512885,0.2096724671512885,526
v2_lcc_pred_vol_cm3,kin_ring_auc_enh_norm,0.20945332716530243,0.20945332716530243,526
kin_gt_late_slope,v2_raw_dice_gap_to_volume_bound,-0.2087754706571887,0.2087754706571887,283
v2_raw_second_largest_component_fraction,v1_lcc_pred_to_gt_vol_ratio,0.20872086059985137,0.20872086059985137,526
v1_raw_pred_vol_cm3,pred_to_gt_vol_ratio,0.20723177631165307,0.20723177631165307,526
v1_raw_pred_vol_cm3,v2_lcc_pred_to_gt_vol_ratio,0.20723177631165307,0.20723177631165307,526
v1_small50_pred_vol_cm3,v2_lcc_pred_to_gt_vol_ratio,0.20708096313467128,0.20708096313467128,526
v1_small50_pred_vol_cm3,pred_to_gt_vol_ratio,0.20708096313467128,0.20708096313467128,526
kin_gt_washout_index,kin_fg_washout_index,0.20695537685874144,0.20695537685874144,526
v1_small100_pred_vol_cm3,v2_lcc_pred_to_gt_vol_ratio,0.20683911783773978,0.20683911783773978,526
v1_small100_pred_vol_cm3,pred_to_gt_vol_ratio,0.20683911783773978,0.20683911783773978,526
v2_raw_n_components,kin_gt_auc_enh_norm,0.2067373446413467,0.2067373446413467,526
kin_gt_auc_enh_norm,kin_n_components,0.20673734464134666,0.20673734464134666,526
v2_lcc_dice_utilization_of_volume_bound,v1_raw_theoretical_max_dice_by_volume_ratio,0.2066443891251028,0.2066443891251028,526
kin_gt_washout_index,kin_ring_max_enh,0.20648593285508182,0.20648593285508182,526
v2_lcc_dice_gap_to_volume_bound,v1_lcc_theoretical_max_dice_by_volume_ratio,0.2064006959339605,0.2064006959339605,526
v2_raw_n_components_ge50,late_dev_s,-0.2058632388109767,0.2058632388109767,526
v2_raw_n_components_ge50,kin_late_dev_s,-0.2058632388109767,0.2058632388109767,526
v2_raw_n_components_ge50,kin_fg_auc_enh,0.2055527892771548,0.2055527892771548,526
v2_raw_second_largest_component_fraction,v1_lcc_dice_gap_to_volume_bound,0.20519468525788825,0.20519468525788825,526
kin_ring_max_enh,v2_lcc_pred_to_gt_vol_ratio,0.2043222941083707,0.2043222941083707,526
kin_ring_max_enh,pred_to_gt_vol_ratio,0.2043222941083707,0.2043222941083707,526
v1_small100_pred_to_gt_vol_ratio,v2_raw_dice_utilization_of_volume_bound,0.203722431331087,0.203722431331087,526
v2_raw_second_largest_component_fraction,v1_lcc_theoretical_max_dice_by_volume_ratio,-0.20357284579476337,0.20357284579476337,526
v2_raw_n_components,kin_ring_auc_enh,0.2034420513236612,0.2034420513236612,526
kin_ring_auc_enh,kin_n_components,0.2034420513236612,0.2034420513236612,526
kin_late_dev_s,kin_gt_late_slope,0.20343360039041572,0.20343360039041572,283
late_dev_s,kin_gt_late_slope,0.20343360039041572,0.20343360039041572,283
v1_raw_pred_vol_cm3,v1_lcc_pred_to_gt_vol_ratio,0.20196114849717636,0.20196114849717636,526
v1_small50_pred_to_gt_vol_ratio,v2_raw_dice_utilization_of_volume_bound,0.20163907695407604,0.20163907695407604,526
v1_small50_pred_vol_cm3,v1_lcc_pred_to_gt_vol_ratio,0.20149394922939126,0.20149394922939126,526
v1_small100_pred_vol_cm3,v1_lcc_pred_to_gt_vol_ratio,0.2010080323065078,0.2010080323065078,526
v2_raw_n_components_ge50,v1_lcc_dice_utilization_of_volume_bound,-0.20009514714952634,0.20009514714952634,526
v2_lcc_pred_vol_cm3,kin_ring_max_enh,0.19795483227712918,0.19795483227712918,526
v2_small100_pred_vol_cm3,kin_ring_max_enh,0.1977712797372107,0.1977712797372107,526
v2_small50_pred_vol_cm3,kin_ring_max_enh,0.19756439605156423,0.19756439605156423,526
v2_lcc_pred_vol_cm3,kin_fg_washout_index,-0.19740451329157788,0.19740451329157788,526
v2_raw_pred_vol_cm3,kin_ring_max_enh,0.19733137361408443,0.19733137361408443,526
kin_ring_auc_enh,kin_selected_max_enh,0.19722868835805302,0.19722868835805302,525
v2_raw_pred_to_gt_vol_ratio,v2_raw_dice_utilization_of_volume_bound,0.19717832712871625,0.19717832712871625,526
v2_raw_n_components_ge100,kin_fg_auc_enh,0.19710379205776604,0.19710379205776604,526
v1_raw_n_components,v2_lcc_pred_to_gt_vol_ratio,0.1965459696093045,0.1965459696093045,526
v1_raw_n_components,pred_to_gt_vol_ratio,0.1965459696093045,0.1965459696093045,526
v2_small100_pred_vol_cm3,kin_fg_washout_index,-0.19565476470666737,0.19565476470666737,526
v2_raw_n_components_ge50,v1_lcc_pred_to_gt_vol_ratio,0.1952105565733579,0.1952105565733579,526
kin_ring_auc_enh_norm,kin_fg_washout_index,0.19511573299178173,0.19511573299178173,526
v2_raw_pred_vol_cm3,v1_lcc_pred_to_gt_vol_ratio,0.19501071420841118,0.19501071420841118,526
v2_small50_pred_vol_cm3,kin_fg_washout_index,-0.19445685085179004,0.19445685085179004,526
v2_raw_pred_vol_cm3,kin_fg_washout_index,-0.19443121078899467,0.19443121078899467,526
v2_raw_n_components_ge50,v2_lcc_dice_utilization_of_volume_bound,-0.1944216055953059,0.1944216055953059,526
v2_small50_pred_vol_cm3,v1_lcc_pred_to_gt_vol_ratio,0.1942817975957708,0.1942817975957708,526
v1_raw_n_components_ge50,v1_lcc_dice_utilization_of_volume_bound,-0.19420103018597332,0.19420103018597332,526
v1_raw_n_components,v1_raw_dice_utilization_of_volume_bound,-0.19407433177662045,0.19407433177662045,526
v1_raw_second_largest_component_fraction,v1_lcc_pred_to_gt_vol_ratio,0.19378573850734945,0.19378573850734945,526
v2_small100_pred_vol_cm3,v1_lcc_pred_to_gt_vol_ratio,0.19368530633153544,0.19368530633153544,526
v2_raw_pred_vol_cm3,v2_small100_pred_to_gt_vol_ratio,0.19350381928804883,0.19350381928804883,526
kin_ring_auc_enh_norm,v1_lcc_pred_to_gt_vol_ratio,0.19315824355008776,0.19315824355008776,526
v2_raw_theoretical_max_dice_by_volume_ratio,v2_lcc_dice_utilization_of_volume_bound,0.19308509899858975,0.19308509899858975,526
kin_tumor_to_fg_max_enh_diff,v1_small100_pred_to_gt_vol_ratio,0.19262681056722947,0.19262681056722947,526
v2_raw_second_largest_component_fraction,v2_lcc_pred_to_gt_vol_ratio,0.19240928997626278,0.19240928997626278,526
v2_raw_second_largest_component_fraction,pred_to_gt_vol_ratio,0.19240928997626278,0.19240928997626278,526
v1_raw_second_largest_component_fraction,v1_lcc_theoretical_max_dice_by_volume_ratio,-0.1918456164509223,0.1918456164509223,526
v2_lcc_pred_vol_cm3,v2_raw_second_largest_component_fraction,-0.19163333580634517,0.19163333580634517,526
v1_raw_pred_vol_cm3,v2_small100_pred_to_gt_vol_ratio,0.19139787694790905,0.19139787694790905,526
v2_small50_pred_vol_cm3,v2_small100_pred_to_gt_vol_ratio,0.19123766371506287,0.19123766371506287,526
v2_raw_second_largest_component_fraction,v2_raw_dice_utilization_of_volume_bound,-0.19065788803780764,0.19065788803780764,526
kin_tumor_to_fg_max_enh_diff,v1_small50_pred_to_gt_vol_ratio,0.19052845423708548,0.19052845423708548,526
v1_raw_second_largest_component_fraction,v2_raw_dice_utilization_of_volume_bound,-0.19030480787306606,0.19030480787306606,526
v2_small100_pred_vol_cm3,v2_small100_pred_to_gt_vol_ratio,0.19021676817421437,0.19021676817421437,526
v2_raw_pred_to_gt_vol_ratio,v1_lcc_dice_utilization_of_volume_bound,-0.19013607667667728,0.19013607667667728,526
v1_raw_second_largest_component_fraction,pred_to_gt_vol_ratio,0.19009621658058537,0.19009621658058537,526
v1_raw_second_largest_component_fraction,v2_lcc_pred_to_gt_vol_ratio,0.19009621658058537,0.19009621658058537,526
v2_raw_second_largest_component_fraction,v2_lcc_theoretical_max_dice_by_volume_ratio,-0.1897903849384719,0.1897903849384719,526
v1_raw_n_components_ge100,v1_lcc_dice_utilization_of_volume_bound,-0.1896911509248963,0.1896911509248963,526
kin_tumor_to_fg_max_enh_diff,v1_raw_pred_to_gt_vol_ratio,0.18963602612638333,0.18963602612638333,526
kin_selected_max_enh,v2_lcc_dice_utilization_of_volume_bound,-0.18913053375352826,0.18913053375352826,525
kin_gt_late_slope,v1_raw_dice_utilization_of_volume_bound,0.18909816937030818,0.18909816937030818,283
v1_small50_pred_vol_cm3,v2_small100_pred_to_gt_vol_ratio,0.18896713794066627,0.18896713794066627,526
v2_raw_pred_vol_cm3,v2_small50_pred_to_gt_vol_ratio,0.188913046391131,0.188913046391131,526
v1_small100_pred_vol_cm3,v2_small100_pred_to_gt_vol_ratio,0.18808996430658612,0.18808996430658612,526
v1_raw_pred_to_gt_vol_ratio,v1_lcc_dice_utilization_of_volume_bound,-0.18799362717746515,0.18799362717746515,526
v1_raw_pred_to_gt_vol_ratio,v2_raw_dice_utilization_of_volume_bound,0.18783662745008384,0.18783662745008384,526
v1_raw_pred_vol_cm3,v2_small50_pred_to_gt_vol_ratio,0.18722194335847916,0.18722194335847916,526
v2_small50_pred_vol_cm3,v2_small50_pred_to_gt_vol_ratio,0.18644429487727876,0.18644429487727876,526
kin_fg_auc_enh,kin_n_components,0.18628497990722376,0.18628497990722376,526
v2_raw_n_components,kin_fg_auc_enh,0.18628497990722376,0.18628497990722376,526
kin_selected_max_enh,log_gt_vol_cm3,0.18626377134895988,0.18626377134895988,525
gt_vol_cm3,kin_selected_max_enh,0.18626377134895988,0.18626377134895988,525
kin_selected_max_enh,v1_lcc_dice_utilization_of_volume_bound,-0.18607981248526892,0.18607981248526892,525
v2_raw_n_components_ge50,kin_ring_max_enh,0.18527519805575596,0.18527519805575596,526
v2_small100_pred_vol_cm3,v2_small50_pred_to_gt_vol_ratio,0.18525378604771972,0.18525378604771972,526
v2_raw_n_components_ge100,v1_lcc_dice_utilization_of_volume_bound,-0.1848073030232407,0.1848073030232407,526
v2_raw_n_components,v1_raw_dice_utilization_of_volume_bound,-0.18473238967472666,0.18473238967472666,526
kin_n_components,v1_raw_dice_utilization_of_volume_bound,-0.18473238967472666,0.18473238967472666,526
v1_small50_pred_vol_cm3,v2_small50_pred_to_gt_vol_ratio,0.18457937326776655,0.18457937326776655,526
v1_raw_second_largest_component_fraction,v2_lcc_theoretical_max_dice_by_volume_ratio,-0.183726689252912,0.183726689252912,526
v1_small100_pred_vol_cm3,v2_small50_pred_to_gt_vol_ratio,0.18355542683159365,0.18355542683159365,526
v2_raw_n_components_ge100,v1_lcc_pred_to_gt_vol_ratio,0.18342455834422494,0.18342455834422494,526
v1_lcc_pred_vol_cm3,v2_raw_second_largest_component_fraction,-0.18297155143180785,0.18297155143180785,526
v2_small50_pred_to_gt_vol_ratio,v1_lcc_dice_utilization_of_volume_bound,-0.18249160747348037,0.18249160747348037,526
v1_raw_second_largest_component_fraction,v2_lcc_pred_vol_cm3,-0.18248085578605094,0.18248085578605094,526
v1_lcc_pred_vol_cm3,v1_raw_second_largest_component_fraction,-0.18229012983827164,0.18229012983827164,526
v2_raw_n_components_ge100,v2_lcc_dice_utilization_of_volume_bound,-0.1822697773045023,0.1822697773045023,526
v2_small100_pred_to_gt_vol_ratio,v1_lcc_dice_utilization_of_volume_bound,-0.18098641037271584,0.18098641037271584,526
v1_raw_n_components_ge50,kin_gt_max_enh,0.18093699466139293,0.18093699466139293,526
v2_raw_n_components_ge50,kin_ring_auc_enh_norm,0.1808268143952507,0.1808268143952507,526
kin_gt_max_enh,kin_ring_first_post_s,-0.18079812153586938,0.18079812153586938,526
kin_gt_max_enh,kin_fg_first_post_s,-0.18079812153586938,0.18079812153586938,526
kin_first_post_s,kin_gt_max_enh,-0.18079812153586938,0.18079812153586938,526
kin_gt_first_post_s,kin_gt_max_enh,-0.18079812153586938,0.18079812153586938,526
kin_early_dev_s,kin_gt_max_enh,-0.18071285976479762,0.18071285976479762,526
early_dev_s,kin_gt_max_enh,-0.18071285976479762,0.18071285976479762,526
kin_gt_first_post_s,kin_selected_max_enh,-0.18046707041880475,0.18046707041880475,525
kin_fg_first_post_s,kin_selected_max_enh,-0.18046707041880475,0.18046707041880475,525
kin_ring_first_post_s,kin_selected_max_enh,-0.18046707041880475,0.18046707041880475,525
kin_first_post_s,kin_selected_max_enh,-0.18046707041880475,0.18046707041880475,525
early_dev_s,kin_selected_max_enh,-0.18028893617716493,0.18028893617716493,525
kin_early_dev_s,kin_selected_max_enh,-0.18028893617716493,0.18028893617716493,525
v2_raw_n_components_ge50,kin_fg_first_post_s,-0.17994128627320607,0.17994128627320607,526
v2_raw_n_components_ge50,kin_ring_first_post_s,-0.17994128627320607,0.17994128627320607,526
v2_raw_n_components_ge50,kin_first_post_s,-0.17994128627320607,0.17994128627320607,526
v2_raw_n_components_ge50,kin_gt_first_post_s,-0.17994128627320607,0.17994128627320607,526
