feature_a,feature_b,spearman_rho,abs_rho,n
kin_ring_washout_index,kin_selected_max_enh,0.10932485300403663,0.10932485300403663,525
kin_gt_max_enh,kin_fg_washout_index,0.10865166379741732,0.10865166379741732,526
v2_raw_n_components_ge50,v2_lcc_dice_gap_to_volume_bound,0.10860334044121811,0.10860334044121811,526
kin_ring_washout_index,v1_lcc_dice_gap_to_volume_bound,0.10820089984348655,0.10820089984348655,526
v2_raw_theoretical_max_dice_by_volume_ratio,v1_raw_dice_utilization_of_volume_bound,-0.10811661787660146,0.10811661787660146,526
v2_small50_pred_vol_cm3,v1_lcc_dice_utilization_of_volume_bound,-0.10775572285771609,0.10775572285771609,526
v1_raw_n_components_ge50,v1_lcc_dice_gap_to_volume_bound,0.10724153133288902,0.10724153133288902,526
v1_small50_pred_vol_cm3,v1_lcc_dice_utilization_of_volume_bound,-0.10714571758177269,0.10714571758177269,526
v2_lcc_pred_vol_cm3,kin_gt_washout_index,-0.10634793486178187,0.10634793486178187,526
v2_small100_pred_vol_cm3,v1_lcc_dice_utilization_of_volume_bound,-0.10633994585898823,0.10633994585898823,526
v1_raw_largest_component_fraction,kin_fg_auc_enh,-0.1062213321487064,0.1062213321487064,526
v1_lcc_pred_vol_cm3,kin_gt_washout_index,-0.10610662226208784,0.10610662226208784,526
v1_small100_pred_vol_cm3,v1_lcc_dice_utilization_of_volume_bound,-0.10599564131098013,0.10599564131098013,526
v1_raw_pred_vol_cm3,v2_lcc_theoretical_max_dice_by_volume_ratio,-0.10507139198129882,0.10507139198129882,526
v2_raw_pred_vol_cm3,v2_lcc_theoretical_max_dice_by_volume_ratio,-0.10489336811628859,0.10489336811628859,526
v2_raw_n_components_ge50,kin_fg_late_slope,-0.10485075916742123,0.10485075916742123,340
v2_raw_pred_vol_cm3,v1_lcc_theoretical_max_dice_by_volume_ratio,-0.10472194078170947,0.10472194078170947,526
kin_tumor_to_ring_auc_norm_diff,kin_ring_auc_enh,-0.10456024332951627,0.10456024332951627,526
kin_gt_auc_enh_norm,v1_lcc_dice_utilization_of_volume_bound,-0.1044374361718892,0.1044374361718892,526
v2_small50_pred_vol_cm3,v1_raw_theoretical_max_dice_by_volume_ratio,-0.10432334543040815,0.10432334543040815,526
v1_small50_pred_vol_cm3,v1_lcc_theoretical_max_dice_by_volume_ratio,-0.10418424109494158,0.10418424109494158,526
v1_raw_n_components_ge100,v1_lcc_dice_gap_to_volume_bound,0.10415730092274428,0.10415730092274428,526
gt_vol_cm3,kin_tumor_to_ring_max_enh_diff,-0.10378902646548623,0.10378902646548623,526
kin_tumor_to_ring_max_enh_diff,log_gt_vol_cm3,-0.10378902646548623,0.10378902646548623,526
kin_tumor_to_fg_max_enh_diff,kin_n_components,0.10323399848552102,0.10323399848552102,526
v2_raw_n_components,kin_tumor_to_fg_max_enh_diff,0.10323399848552102,0.10323399848552102,526
kin_tumor_to_ring_max_enh_diff,v1_lcc_dice_gap_to_volume_bound,0.10281570840037228,0.10281570840037228,526
kin_gt_max_enh,v1_lcc_dice_gap_to_volume_bound,0.10276978005724552,0.10276978005724552,526
kin_tumor_to_ring_max_enh_diff,kin_fg_late_slope,-0.10270982397059207,0.10270982397059207,340
v1_raw_second_largest_component_fraction,kin_selected_max_enh,0.10213358985947729,0.10213358985947729,525
v1_raw_n_components_ge100,kin_gt_auc_enh_norm,0.10190051210627288,0.10190051210627288,526
kin_tumor_to_ring_max_enh_diff,v2_lcc_dice_utilization_of_volume_bound,-0.10178204176405121,0.10178204176405121,526
v1_small100_pred_vol_cm3,v1_lcc_theoretical_max_dice_by_volume_ratio,-0.10175292489128608,0.10175292489128608,526
v1_raw_pred_vol_cm3,kin_gt_max_enh,0.10163896982808822,0.10163896982808822,526
kin_ring_washout_index,kin_fg_late_slope,-0.10140685356738738,0.10140685356738738,340
kin_gt_auc_enh_norm,v2_lcc_dice_gap_to_volume_bound,0.10139885612039491,0.10139885612039491,526
v2_small100_pred_vol_cm3,v1_raw_theoretical_max_dice_by_volume_ratio,-0.1011481055073814,0.1011481055073814,526
kin_gt_auc_enh,log_gt_vol_cm3,-0.10077663838747813,0.10077663838747813,526
gt_vol_cm3,kin_gt_auc_enh,-0.10077663838747813,0.10077663838747813,526
kin_selected_max_enh,pred_to_gt_vol_ratio,0.1002078193480974,0.1002078193480974,525
kin_selected_max_enh,v2_lcc_pred_to_gt_vol_ratio,0.1002078193480974,0.1002078193480974,525
v1_lcc_pred_vol_cm3,v2_small100_pred_to_gt_vol_ratio,0.09923403974615726,0.09923403974615726,526
v1_small50_pred_vol_cm3,v2_lcc_theoretical_max_dice_by_volume_ratio,-0.09914960415663873,0.09914960415663873,526
kin_ring_washout_index,v1_lcc_dice_utilization_of_volume_bound,-0.09903130678419611,0.09903130678419611,526
v2_raw_second_largest_component_fraction,kin_selected_max_enh,0.0988491153579825,0.0988491153579825,525
kin_ring_max_enh,v2_lcc_dice_utilization_of_volume_bound,-0.09879946531855677,0.09879946531855677,526
v2_raw_pred_vol_cm3,kin_gt_max_enh,0.09876535625902513,0.09876535625902513,526
kin_gt_washout_index,v1_small100_pred_to_gt_vol_ratio,0.09872939356402902,0.09872939356402902,526
v1_small50_pred_vol_cm3,kin_gt_max_enh,0.09870046289090885,0.09870046289090885,526
kin_selected_max_enh,v2_raw_dice_gap_to_volume_bound,0.09861542225226085,0.09861542225226085,525
v2_lcc_pred_to_gt_vol_ratio,v1_lcc_dice_utilization_of_volume_bound,-0.09843307860937167,0.09843307860937167,526
pred_to_gt_vol_ratio,v1_lcc_dice_utilization_of_volume_bound,-0.09843307860937167,0.09843307860937167,526
v2_small50_pred_vol_cm3,v2_lcc_theoretical_max_dice_by_volume_ratio,-0.09833328351578581,0.09833328351578581,526
v1_lcc_pred_to_gt_vol_ratio,v1_lcc_dice_utilization_of_volume_bound,-0.09823599108992433,0.09823599108992433,526
v1_small100_pred_vol_cm3,kin_gt_max_enh,0.098202177473467,0.098202177473467,526
v2_raw_pred_vol_cm3,kin_tumor_to_fg_max_enh_diff,0.09811848399362198,0.09811848399362198,526
v2_small50_pred_vol_cm3,v1_lcc_theoretical_max_dice_by_volume_ratio,-0.09806505209712978,0.09806505209712978,526
kin_tumor_to_fg_max_enh_diff,v2_lcc_dice_gap_to_volume_bound,0.09804048002127382,0.09804048002127382,526
v2_raw_n_components_ge100,v2_lcc_dice_gap_to_volume_bound,0.0979121119835735,0.0979121119835735,526
kin_gt_washout_index,v1_small50_pred_to_gt_vol_ratio,0.09781747732220077,0.09781747732220077,526
kin_ring_washout_index,v2_raw_dice_gap_to_volume_bound,0.09778513425446918,0.09778513425446918,526
v2_lcc_pred_vol_cm3,v2_small100_pred_to_gt_vol_ratio,0.09766757192367345,0.09766757192367345,526
v2_raw_pred_to_gt_vol_ratio,v1_lcc_dice_gap_to_volume_bound,0.09722688044922373,0.09722688044922373,526
v2_small100_pred_vol_cm3,kin_tumor_to_fg_max_enh_diff,0.09721261545216639,0.09721261545216639,526
kin_tumor_to_ring_max_enh_diff,v2_raw_pred_to_gt_vol_ratio,0.09719901010815218,0.09719901010815218,526
v1_small100_pred_vol_cm3,v2_lcc_theoretical_max_dice_by_volume_ratio,-0.09714417644894337,0.09714417644894337,526
v2_lcc_pred_vol_cm3,kin_tumor_to_fg_max_enh_diff,0.09667368090878918,0.09667368090878918,526
v2_small50_pred_vol_cm3,kin_tumor_to_fg_max_enh_diff,0.09666444377333909,0.09666444377333909,526
v2_raw_n_components_ge100,kin_gt_auc_enh_norm,0.09649428512463176,0.09649428512463176,526
v2_small50_pred_vol_cm3,kin_gt_max_enh,0.09630856095657936,0.09630856095657936,526
v1_raw_largest_component_fraction,kin_fg_washout_index,-0.0961952321060156,0.0961952321060156,526
kin_first_post_s,kin_tumor_to_ring_auc_norm_diff,-0.09596929720398956,0.09596929720398956,526
kin_tumor_to_ring_auc_norm_diff,kin_gt_first_post_s,-0.09596929720398956,0.09596929720398956,526
kin_tumor_to_ring_auc_norm_diff,kin_ring_first_post_s,-0.09596929720398956,0.09596929720398956,526
kin_tumor_to_ring_auc_norm_diff,kin_fg_first_post_s,-0.09596929720398956,0.09596929720398956,526
kin_gt_late_slope,v2_lcc_dice_gap_to_volume_bound,-0.09596387436717137,0.09596387436717137,283
v2_small100_pred_vol_cm3,v2_lcc_theoretical_max_dice_by_volume_ratio,-0.09589157777670125,0.09589157777670125,526
kin_gt_auc_enh,kin_fg_max_enh,0.09577679814719951,0.09577679814719951,526
early_dev_s,kin_tumor_to_ring_auc_norm_diff,-0.09576191484978704,0.09576191484978704,526
kin_early_dev_s,kin_tumor_to_ring_auc_norm_diff,-0.09576191484978704,0.09576191484978704,526
v1_raw_pred_vol_cm3,kin_gt_auc_enh_norm,0.09572839610516107,0.09572839610516107,526
v2_small100_pred_vol_cm3,kin_gt_max_enh,0.09553256160798675,0.09553256160798675,526
kin_ring_max_enh,kin_ring_washout_index,0.09547677306302288,0.09547677306302288,526
v1_raw_n_components,kin_tumor_to_fg_max_enh_diff,0.0954455780166388,0.0954455780166388,526
v2_small100_pred_vol_cm3,v1_lcc_theoretical_max_dice_by_volume_ratio,-0.09523489317228179,0.09523489317228179,526
kin_gt_washout_index,v1_lcc_pred_to_gt_vol_ratio,0.09518099719332646,0.09518099719332646,526
kin_gt_washout_index,v1_raw_pred_to_gt_vol_ratio,0.09517630733836849,0.09517630733836849,526
v2_raw_n_components_ge100,v1_lcc_dice_gap_to_volume_bound,0.09496995211152731,0.09496995211152731,526
kin_tumor_to_ring_max_enh_diff,v2_small50_pred_to_gt_vol_ratio,0.09489113148018927,0.09489113148018927,526
kin_tumor_to_ring_max_enh_diff,v2_small100_pred_to_gt_vol_ratio,0.09423469424566097,0.09423469424566097,526
v1_raw_largest_component_fraction,v2_small100_pred_vol_cm3,0.09405815459999774,0.09405815459999774,526
v1_lcc_pred_vol_cm3,v2_small50_pred_to_gt_vol_ratio,0.09404265275348456,0.09404265275348456,526
v2_raw_largest_component_fraction,kin_fg_auc_enh,-0.09396192771233354,0.09396192771233354,526
v1_small50_pred_vol_cm3,kin_gt_auc_enh_norm,0.09370482793878009,0.09370482793878009,526
v1_raw_pred_to_gt_vol_ratio,v1_lcc_dice_gap_to_volume_bound,0.09357974123047968,0.09357974123047968,526
kin_ring_auc_enh_norm,v2_lcc_dice_gap_to_volume_bound,0.09340468580416345,0.09340468580416345,526
v1_small100_pred_vol_cm3,kin_gt_auc_enh_norm,0.09322707422230514,0.09322707422230514,526
kin_fg_auc_enh,v1_raw_pred_to_gt_vol_ratio,0.09225548774642937,0.09225548774642937,526
v2_lcc_pred_vol_cm3,v2_small50_pred_to_gt_vol_ratio,0.09214466793467103,0.09214466793467103,526
kin_tumor_to_ring_max_enh_diff,v2_lcc_pred_to_gt_vol_ratio,0.09192698053095885,0.09192698053095885,526
kin_tumor_to_ring_max_enh_diff,pred_to_gt_vol_ratio,0.09192698053095885,0.09192698053095885,526
kin_gt_late_slope,v1_lcc_pred_to_gt_vol_ratio,0.09183361200206275,0.09183361200206275,283
kin_gt_washout_index,v2_small100_pred_to_gt_vol_ratio,0.09172500833512914,0.09172500833512914,526
v2_raw_pred_vol_cm3,kin_gt_washout_index,-0.09142946062361089,0.09142946062361089,526
v2_small50_pred_vol_cm3,kin_gt_washout_index,-0.09125697818015653,0.09125697818015653,526
v1_raw_n_components_ge50,v2_lcc_dice_gap_to_volume_bound,0.09123867891868326,0.09123867891868326,526
kin_tumor_to_ring_max_enh_diff,v2_lcc_dice_gap_to_volume_bound,0.09082857575754452,0.09082857575754452,526
v2_raw_pred_vol_cm3,kin_gt_auc_enh_norm,0.09082000026798405,0.09082000026798405,526
v2_small100_pred_vol_cm3,kin_gt_washout_index,-0.09077913406943852,0.09077913406943852,526
v1_raw_n_components_ge100,v2_lcc_dice_gap_to_volume_bound,0.09069095625738766,0.09069095625738766,526
v2_small50_pred_to_gt_vol_ratio,v1_lcc_dice_gap_to_volume_bound,0.09052043532978014,0.09052043532978014,526
kin_gt_washout_index,v2_small50_pred_to_gt_vol_ratio,0.0901568597958481,0.0901568597958481,526
kin_fg_auc_enh,v1_small50_pred_to_gt_vol_ratio,0.08992963357304164,0.08992963357304164,526
kin_ring_washout_index,kin_fg_auc_enh,0.089789428231225,0.089789428231225,526
v2_small50_pred_vol_cm3,kin_gt_auc_enh_norm,0.08913409200304678,0.08913409200304678,526
v2_lcc_pred_vol_cm3,kin_gt_max_enh,0.08906911801438494,0.08906911801438494,526
v2_small100_pred_to_gt_vol_ratio,v1_lcc_dice_gap_to_volume_bound,0.08905526346439473,0.08905526346439473,526
v1_raw_largest_component_fraction,v2_small50_pred_vol_cm3,0.0889608506225991,0.0889608506225991,526
kin_gt_washout_index,v2_raw_pred_to_gt_vol_ratio,0.08868042397574522,0.08868042397574522,526
v2_small100_pred_vol_cm3,kin_gt_auc_enh_norm,0.08848623025807895,0.08848623025807895,526
v2_raw_theoretical_max_dice_by_volume_ratio,v2_raw_dice_utilization_of_volume_bound,-0.08749638993698827,0.08749638993698827,526
v2_raw_pred_vol_cm3,v2_lcc_dice_gap_to_volume_bound,0.087310151338838,0.087310151338838,526
v1_lcc_pred_vol_cm3,kin_gt_max_enh,0.08701421449237122,0.08701421449237122,526
v2_raw_theoretical_max_dice_by_volume_ratio,v1_lcc_dice_gap_to_volume_bound,0.08656787675207456,0.08656787675207456,526
v1_small50_pred_vol_cm3,kin_gt_washout_index,-0.08638656380630066,0.08638656380630066,526
v1_small100_pred_vol_cm3,kin_gt_washout_index,-0.08636832548146409,0.08636832548146409,526
v1_raw_pred_vol_cm3,kin_tumor_to_fg_max_enh_diff,0.08605730529670472,0.08605730529670472,526
v1_raw_pred_vol_cm3,kin_gt_washout_index,-0.0860131992421464,0.0860131992421464,526
kin_fg_auc_enh,v1_small100_pred_to_gt_vol_ratio,0.08597707499533605,0.08597707499533605,526
v1_small50_pred_to_gt_vol_ratio,v1_lcc_dice_gap_to_volume_bound,0.08592075711678024,0.08592075711678024,526
kin_tumor_to_ring_auc_norm_diff,v1_lcc_dice_utilization_of_volume_bound,-0.08579165227297302,0.08579165227297302,526
kin_gt_washout_index,pred_to_gt_vol_ratio,0.08576802404684343,0.08576802404684343,526
kin_gt_washout_index,v2_lcc_pred_to_gt_vol_ratio,0.08576802404684343,0.08576802404684343,526
kin_tumor_to_ring_max_enh_diff,v1_raw_pred_to_gt_vol_ratio,0.0857601316007821,0.0857601316007821,526
v2_raw_dice_utilization_of_volume_bound,v1_raw_theoretical_max_dice_by_volume_ratio,-0.08543059886569657,0.08543059886569657,526
v1_small100_pred_to_gt_vol_ratio,v1_lcc_dice_gap_to_volume_bound,0.08537068893545399,0.08537068893545399,526
kin_fg_late_slope,v2_small100_pred_to_gt_vol_ratio,0.08491392404676819,0.08491392404676819,340
v1_raw_second_largest_component_fraction,kin_fg_washout_index,0.08488303038801338,0.08488303038801338,526
v1_small100_pred_vol_cm3,kin_tumor_to_fg_max_enh_diff,0.084557749016447,0.084557749016447,526
v2_small50_pred_vol_cm3,v2_lcc_dice_gap_to_volume_bound,0.08431400721701658,0.08431400721701658,526
kin_ring_auc_enh_norm,v1_lcc_dice_utilization_of_volume_bound,-0.08428711570851165,0.08428711570851165,526
v1_small50_pred_vol_cm3,kin_tumor_to_fg_max_enh_diff,0.08414076583656889,0.08414076583656889,526
v2_small100_pred_vol_cm3,v2_lcc_dice_gap_to_volume_bound,0.08389562227442185,0.08389562227442185,526
kin_ring_washout_index,v2_raw_dice_utilization_of_volume_bound,-0.08375835447863493,0.08375835447863493,526
kin_fg_late_slope,v2_small50_pred_to_gt_vol_ratio,0.08373174406658312,0.08373174406658312,340
v1_lcc_pred_vol_cm3,v1_small100_pred_to_gt_vol_ratio,0.08323539203489565,0.08323539203489565,526
kin_selected_max_enh,v1_raw_theoretical_max_dice_by_volume_ratio,-0.08322153161035116,0.08322153161035116,525
kin_tumor_to_ring_max_enh_diff,v1_small50_pred_to_gt_vol_ratio,0.08294135169092781,0.08294135169092781,526
kin_gt_auc_enh,v1_raw_theoretical_max_dice_by_volume_ratio,-0.0829291481096302,0.0829291481096302,526
v1_lcc_pred_vol_cm3,kin_gt_auc_enh_norm,0.08290581288323007,0.08290581288323007,526
v2_lcc_dice_utilization_of_volume_bound,v1_lcc_theoretical_max_dice_by_volume_ratio,0.08284909339144746,0.08284909339144746,526
v1_raw_pred_vol_cm3,v2_lcc_dice_gap_to_volume_bound,0.08283976512228834,0.08283976512228834,526
v2_lcc_pred_vol_cm3,kin_gt_auc_enh_norm,0.08277800681252573,0.08277800681252573,526
v1_raw_largest_component_fraction,kin_gt_washout_index,-0.08267862551786108,0.08267862551786108,526
kin_tumor_to_ring_max_enh_diff,v1_small100_pred_to_gt_vol_ratio,0.08255652659690148,0.08255652659690148,526
kin_gt_auc_enh_norm,v1_lcc_dice_gap_to_volume_bound,0.08232663751137644,0.08232663751137644,526
v1_lcc_pred_to_gt_vol_ratio,v2_lcc_dice_gap_to_volume_bound,0.08199507940058152,0.08199507940058152,526
kin_gt_late_slope,pred_to_gt_vol_ratio,0.08197784557128501,0.08197784557128501,283
kin_gt_late_slope,v2_lcc_pred_to_gt_vol_ratio,0.08197784557128501,0.08197784557128501,283
kin_fg_late_slope,v2_raw_pred_to_gt_vol_ratio,0.08193893393134381,0.08193893393134381,340
gt_vol_cm3,kin_ring_auc_enh_norm,0.0817574393917999,0.0817574393917999,526
kin_ring_auc_enh_norm,log_gt_vol_cm3,0.0817574393917999,0.0817574393917999,526
kin_tumor_to_ring_auc_norm_diff,v2_lcc_dice_utilization_of_volume_bound,-0.08114942366145458,0.08114942366145458,526
v2_lcc_pred_to_gt_vol_ratio,v2_lcc_dice_gap_to_volume_bound,0.08089626234401524,0.08089626234401524,526
pred_to_gt_vol_ratio,v2_lcc_dice_gap_to_volume_bound,0.08089626234401524,0.08089626234401524,526
kin_gt_auc_enh,kin_ring_washout_index,0.08028385344922256,0.08028385344922256,526
kin_tumor_to_fg_max_enh_diff,kin_gt_first_post_s,0.08024047943787473,0.08024047943787473,526
kin_first_post_s,kin_tumor_to_fg_max_enh_diff,0.08024047943787473,0.08024047943787473,526
kin_tumor_to_fg_max_enh_diff,kin_ring_first_post_s,0.08024047943787473,0.08024047943787473,526
kin_tumor_to_fg_max_enh_diff,kin_fg_first_post_s,0.08024047943787473,0.08024047943787473,526
kin_early_dev_s,kin_tumor_to_fg_max_enh_diff,0.08021508231457676,0.08021508231457676,526
early_dev_s,kin_tumor_to_fg_max_enh_diff,0.08021508231457676,0.08021508231457676,526
v1_small50_pred_vol_cm3,v2_lcc_dice_gap_to_volume_bound,0.07999600085342612,0.07999600085342612,526
kin_ring_washout_index,kin_fg_auc_enh_norm,0.07983317854122417,0.07983317854122417,526
v1_small100_pred_vol_cm3,v2_lcc_dice_gap_to_volume_bound,0.07970583597108657,0.07970583597108657,526
kin_fg_late_slope,v2_lcc_pred_to_gt_vol_ratio,0.079628614739696,0.079628614739696,340
kin_fg_late_slope,pred_to_gt_vol_ratio,0.079628614739696,0.079628614739696,340
v1_lcc_pred_vol_cm3,v2_raw_pred_to_gt_vol_ratio,0.07956673163562002,0.07956673163562002,526
v1_small100_pred_vol_cm3,v1_raw_largest_component_fraction,0.07942993608580437,0.07942993608580437,526
kin_gt_auc_enh,kin_fg_auc_enh_norm,0.0793290916268384,0.0793290916268384,526
v1_lcc_pred_vol_cm3,kin_tumor_to_fg_max_enh_diff,0.07913589574183653,0.07913589574183653,526
v1_raw_theoretical_max_dice_by_volume_ratio,v1_lcc_dice_gap_to_volume_bound,0.07909532707968506,0.07909532707968506,526
kin_tumor_to_ring_auc_norm_diff,v1_lcc_dice_gap_to_volume_bound,0.07905368648133851,0.07905368648133851,526
kin_tumor_to_fg_max_enh_diff,v1_lcc_dice_gap_to_volume_bound,0.07859382585365804,0.07859382585365804,526
kin_fg_auc_enh,log_gt_vol_cm3,-0.07847632515535344,0.07847632515535344,526
gt_vol_cm3,kin_fg_auc_enh,-0.07847632515535344,0.07847632515535344,526
kin_tumor_to_ring_max_enh_diff,kin_fg_auc_enh_norm,-0.07840920545821664,0.07840920545821664,526
kin_fg_late_slope,v1_lcc_dice_gap_to_volume_bound,-0.07823210357508692,0.07823210357508692,340
kin_gt_auc_enh,kin_gt_late_slope,-0.07810119116321868,0.07810119116321868,283
kin_fg_late_slope,v1_lcc_pred_to_gt_vol_ratio,0.07801197140418985,0.07801197140418985,340
v1_lcc_pred_vol_cm3,v1_small50_pred_to_gt_vol_ratio,0.07735639920140754,0.07735639920140754,526
kin_tumor_to_ring_auc_norm_diff,v2_lcc_dice_gap_to_volume_bound,0.07730494626404467,0.07730494626404467,526
kin_ring_max_enh,v2_lcc_dice_gap_to_volume_bound,0.07729092863687852,0.07729092863687852,526
v2_small100_pred_vol_cm3,v2_raw_largest_component_fraction,0.07729068126698735,0.07729068126698735,526
v2_lcc_pred_vol_cm3,v2_raw_pred_to_gt_vol_ratio,0.07722669651376865,0.07722669651376865,526
kin_gt_auc_enh,v1_raw_dice_gap_to_volume_bound,-0.07716056470423321,0.07716056470423321,526
kin_gt_late_slope,v2_lcc_dice_utilization_of_volume_bound,0.07679420434960758,0.07679420434960758,283
v1_raw_largest_component_fraction,v2_raw_pred_vol_cm3,0.07658155424564035,0.07658155424564035,526
kin_tumor_to_ring_max_enh_diff,kin_fg_max_enh,-0.07615286222424698,0.07615286222424698,526
v1_raw_second_largest_component_fraction,kin_gt_washout_index,0.07605985058550573,0.07605985058550573,526
kin_gt_auc_enh,kin_fg_late_slope,0.07565616026599051,0.07565616026599051,340
kin_ring_washout_index,kin_fg_max_enh,0.07547866701389425,0.07547866701389425,526
v2_raw_largest_component_fraction,kin_fg_auc_enh_norm,-0.07547762487798995,0.07547762487798995,526
v1_raw_largest_component_fraction,kin_fg_auc_enh_norm,-0.07547548100559984,0.07547548100559984,526
v1_raw_second_largest_component_fraction,kin_fg_auc_enh,0.0753926945486891,0.0753926945486891,526
v1_small50_pred_vol_cm3,v1_raw_largest_component_fraction,0.07474466789046048,0.07474466789046048,526
v1_lcc_pred_vol_cm3,kin_tumor_to_ring_max_enh_diff,-0.07465726386224796,0.07465726386224796,526
v1_raw_largest_component_fraction,kin_fg_max_enh,-0.07465429542355394,0.07465429542355394,526
kin_fg_washout_index,v2_lcc_theoretical_max_dice_by_volume_ratio,0.07465138019798138,0.07465138019798138,526
kin_tumor_to_ring_auc_norm_diff,kin_fg_auc_enh_norm,0.07453679472524935,0.07453679472524935,526
kin_gt_late_slope,v2_raw_theoretical_max_dice_by_volume_ratio,-0.0737040845176313,0.0737040845176313,283
kin_ring_max_enh,v1_lcc_dice_utilization_of_volume_bound,-0.07368080172206601,0.07368080172206601,526
v1_raw_pred_vol_cm3,kin_early_dev_s,0.07360412041610491,0.07360412041610491,526
v1_raw_pred_vol_cm3,early_dev_s,0.07360412041610491,0.07360412041610491,526
v1_small100_pred_vol_cm3,early_dev_s,0.07356482908736633,0.07356482908736633,526
v1_small100_pred_vol_cm3,kin_early_dev_s,0.07356482908736633,0.07356482908736633,526
kin_tumor_to_ring_max_enh_diff,v1_lcc_pred_to_gt_vol_ratio,0.07347970072366,0.07347970072366,526
v1_raw_pred_vol_cm3,kin_ring_first_post_s,0.07338873961722737,0.07338873961722737,526
v1_raw_pred_vol_cm3,kin_gt_first_post_s,0.07338873961722737,0.07338873961722737,526
v1_raw_pred_vol_cm3,kin_fg_first_post_s,0.07338873961722737,0.07338873961722737,526
v1_raw_pred_vol_cm3,kin_first_post_s,0.07338873961722737,0.07338873961722737,526
v1_small100_pred_vol_cm3,kin_first_post_s,0.073350107954029,0.073350107954029,526
v1_small100_pred_vol_cm3,kin_fg_first_post_s,0.073350107954029,0.073350107954029,526
v1_small100_pred_vol_cm3,kin_gt_first_post_s,0.073350107954029,0.073350107954029,526
v1_small100_pred_vol_cm3,kin_ring_first_post_s,0.073350107954029,0.073350107954029,526
v2_small100_pred_vol_cm3,early_dev_s,0.07294519699963078,0.07294519699963078,526
v2_small100_pred_vol_cm3,kin_early_dev_s,0.07294519699963078,0.07294519699963078,526
v2_raw_pred_vol_cm3,early_dev_s,0.07292231485120486,0.07292231485120486,526
v2_raw_pred_vol_cm3,kin_early_dev_s,0.07292231485120486,0.07292231485120486,526
kin_gt_late_slope,kin_fg_washout_index,-0.07288553928041634,0.07288553928041634,283
v2_small100_pred_vol_cm3,kin_fg_first_post_s,0.07274111297312928,0.07274111297312928,526
v2_small100_pred_vol_cm3,kin_gt_first_post_s,0.07274111297312928,0.07274111297312928,526
v2_small100_pred_vol_cm3,kin_first_post_s,0.07274111297312928,0.07274111297312928,526
v2_small100_pred_vol_cm3,kin_ring_first_post_s,0.07274111297312928,0.07274111297312928,526
v2_raw_pred_vol_cm3,kin_gt_first_post_s,0.07271666411904537,0.07271666411904537,526
v2_raw_pred_vol_cm3,kin_fg_first_post_s,0.07271666411904537,0.07271666411904537,526
v2_raw_pred_vol_cm3,kin_first_post_s,0.07271666411904537,0.07271666411904537,526
v2_raw_pred_vol_cm3,kin_ring_first_post_s,0.07271666411904537,0.07271666411904537,526
v2_raw_largest_component_fraction,kin_fg_max_enh,-0.07261901841565768,0.07261901841565768,526
v2_small50_pred_vol_cm3,v2_raw_largest_component_fraction,0.07213301903614383,0.07213301903614383,526
v1_small50_pred_vol_cm3,early_dev_s,0.07201890289389157,0.07201890289389157,526
v1_small50_pred_vol_cm3,kin_early_dev_s,0.07201890289389157,0.07201890289389157,526
kin_fg_washout_index,v1_lcc_dice_gap_to_volume_bound,0.07190401373253225,0.07190401373253225,526
v1_lcc_pred_vol_cm3,kin_tumor_to_ring_auc_norm_diff,-0.07188795793062717,0.07188795793062717,526
v1_small50_pred_vol_cm3,kin_fg_first_post_s,0.07180385192778413,0.07180385192778413,526
v1_small50_pred_vol_cm3,kin_gt_first_post_s,0.07180385192778413,0.07180385192778413,526
v1_small50_pred_vol_cm3,kin_ring_first_post_s,0.07180385192778413,0.07180385192778413,526
v1_small50_pred_vol_cm3,kin_first_post_s,0.07180385192778413,0.07180385192778413,526
v2_small50_pred_vol_cm3,kin_early_dev_s,0.07158067882971289,0.07158067882971289,526
v2_small50_pred_vol_cm3,early_dev_s,0.07158067882971289,0.07158067882971289,526
kin_gt_late_slope,v1_raw_pred_to_gt_vol_ratio,0.07153968090930365,0.07153968090930365,283
v2_small50_pred_vol_cm3,kin_gt_first_post_s,0.07137634742863382,0.07137634742863382,526
v2_small50_pred_vol_cm3,kin_first_post_s,0.07137634742863382,0.07137634742863382,526
v2_small50_pred_vol_cm3,kin_fg_first_post_s,0.07137634742863382,0.07137634742863382,526
v2_small50_pred_vol_cm3,kin_ring_first_post_s,0.07137634742863382,0.07137634742863382,526
v2_lcc_pred_vol_cm3,v1_small100_pred_to_gt_vol_ratio,0.07132704817275178,0.07132704817275178,526
v2_raw_largest_component_fraction,kin_fg_washout_index,-0.0707443912872243,0.0707443912872243,526
kin_fg_late_slope,v1_small100_pred_to_gt_vol_ratio,0.07059495222582324,0.07059495222582324,340
v1_raw_n_components,kin_late_dev_s,-0.07058333083721864,0.07058333083721864,526
v1_raw_n_components,late_dev_s,-0.07058333083721864,0.07058333083721864,526
kin_gt_late_slope,v1_small50_pred_to_gt_vol_ratio,0.07035900085877266,0.07035900085877266,283
kin_fg_late_slope,v1_raw_pred_to_gt_vol_ratio,0.07013331582860223,0.07013331582860223,340
kin_fg_late_slope,v1_small50_pred_to_gt_vol_ratio,0.07002889807208795,0.07002889807208795,340
v2_lcc_pred_vol_cm3,v2_lcc_dice_utilization_of_volume_bound,-0.0699806800316289,0.0699806800316289,526
kin_gt_auc_enh_norm,log_gt_vol_cm3,-0.06986678100652748,0.06986678100652748,526
