volume_ratio_group,method,n_cases,dice_mean,dice_std,dice_median,iou_mean,iou_std,iou_median,precision_mean,precision_std,precision_median,recall_mean,recall_std,recall_median,pred_vol_cm3_mean,pred_vol_cm3_std,pred_vol_cm3_median,gt_vol_cm3_mean,gt_vol_cm3_std,gt_vol_cm3_median,pred_to_gt_vol_ratio_mean,pred_to_gt_vol_ratio_std,pred_to_gt_vol_ratio_median,largest_component_fraction_mean,largest_component_fraction_std,largest_component_fraction_median
2.0-5.0 over,v1_lcc,67,0.3021825841750139,0.23524415768393112,0.3802726455424472,0.19990120360422386,0.16121942598770375,0.2347757136384232,0.20811730885133298,0.1671547121442123,0.2429330577902428,0.5799199760833779,0.42942025309452747,0.8502277904328018,24.477508830720204,25.30345643480453,14.416298261191695,8.77039165910656,8.94201276827029,4.600162999074272,3.2250466717297543,1.5453819014534544,2.8814914948743944,,,
2.0-5.0 over,v2_raw,67,0.3477768840079233,0.1320018477976475,0.3584760083241416,0.2181271381225209,0.09744290721257412,0.2183799994041925,0.22566968679371008,0.09972201208578631,0.2212671337395906,0.834818603281051,0.17246454833106775,0.8904677142155659,31.656782424635665,29.93706797786197,22.35792519954266,8.77039165910656,8.94201276827029,4.600162999074272,4.453174660703595,2.088808166167328,3.854490413723512,0.7413410152459217,0.18814318310585984,0.7779268823444073
2.0-5.0 over,v2_lcc,67,0.3053781327406494,0.24027131157701812,0.3877670281150575,0.20310131324713715,0.16453329793897184,0.2405155054369714,0.21123852523158967,0.1707374192728757,0.2560282636624172,0.5715504605499918,0.4339134866153454,0.8502277904328018,24.826411954362083,25.73940601932501,14.416298261191695,8.77039165910656,8.94201276827029,4.600162999074272,3.0232836688542637,0.8747971615715955,2.8814914948743944,,,
2.0-5.0 over,v1_small50,67,0.3554943069135867,0.13218655054493703,0.3618339868922587,0.22390908429254536,0.09817052583730392,0.2208774837208523,0.23286066888888268,0.10061234881513449,0.2313927781871776,0.8363493297748418,0.17415797561359814,0.8898539160324086,30.333175067385653,28.52320510557294,22.391938180004043,8.77039165910656,8.94201276827029,4.600162999074272,4.477679271399993,2.6627854556467234,3.69069004847448,,,
2.0-5.0 over,v1_small100,67,0.35853490889263984,0.13316518294824609,0.3625547816290923,0.22633453505561713,0.09946190075853523,0.2214149075410276,0.23547901731329676,0.10189646461877241,0.2328352206316689,0.8359182255757873,0.1743310311692598,0.8898539160324086,30.065996135104072,28.366471047463637,21.70613766259472,8.77039165910656,8.94201276827029,4.600162999074272,4.412103813299649,2.579187292690903,3.630446773303917,,,
2.0-5.0 over,v2_small50,67,0.35788621569691764,0.13356750560890449,0.3693675731717042,0.22589534870044667,0.09968887321354364,0.2265179859633678,0.2340346335293541,0.10203881387745414,0.2313927781871776,0.8337328862935242,0.17363437906054743,0.889281507656066,30.64007787524828,29.193023843633718,21.23535972080389,8.77039165910656,8.94201276827029,4.600162999074272,4.226639274050633,1.850567551008093,3.690761334473909,,,
2.0-5.0 over,v2_small100,67,0.361068398488079,0.13450846175448566,0.3712030135449226,0.22843079032988206,0.10094318775705481,0.227900110714725,0.2367588683989844,0.10330418501916411,0.2328352206316689,0.8333269070626353,0.17372584208952543,0.889281507656066,30.369738908574313,29.042820268251276,20.699993221293813,8.77039165910656,8.94201276827029,4.600162999074272,4.1644181021610605,1.7919637079204207,3.5886324576479254,,,
2.0-5.0 over,kin_v1_raw,67,0.34614265414999706,0.1305527495346668,0.3542578149768562,,,,0.225116471369859,0.09843466820906549,0.221267875828392,0.8376033542613985,0.1724912164266154,0.8918058870326173,,,,8.77039165910656,8.94201276827029,4.600162999074272,,,,,,
2.0-5.0 over,kin_v1_lcc,67,0.3021825841750139,0.23524415768393112,0.3802726455424472,,,,0.20811730885133298,0.1671547121442123,0.2429330577902428,0.5799199760833779,0.42942025309452747,0.8502277904328018,,,,8.77039165910656,8.94201276827029,4.600162999074272,,,,,,
2.0-5.0 over,kin_v2_raw,67,0.3477768840079233,0.1320018477976475,0.3584760083241416,,,,0.22566968679371008,0.09972201208578631,0.2212671337395906,0.834818603281051,0.17246454833106775,0.8904677142155659,,,,8.77039165910656,8.94201276827029,4.600162999074272,,,,,,
2.0-5.0 over,kin_v2_lcc,67,0.3053781327406494,0.24027131157701812,0.3877670281150575,,,,0.21123852523158967,0.1707374192728757,0.2560282636624172,0.5715504605499918,0.4339134866153454,0.8502277904328018,,,,8.77039165910656,8.94201276827029,4.600162999074272,,,,,,
2.0-5.0 over,kin_v2_kinetic_cc,67,0.17726556837273208,0.28098995341203536,0.0,,,,0.163189379977212,0.26991769614580813,0.0,0.2569510498817167,0.4057318057002812,0.0,,,,8.77039165910656,8.94201276827029,4.600162999074272,,,,,,
2.0-5.0 over,kin_delta_v2_lcc_minus_raw,67,-0.04239875126727388,0.1560219556050901,0.0158066426749794,,,,,,,,,,,,,8.77039165910656,8.94201276827029,4.600162999074272,,,,,,
2.0-5.0 over,kin_delta_kineticcc_minus_lcc,67,-0.12811256436791732,0.3590651602268448,0.0,,,,,,,,,,,,,8.77039165910656,8.94201276827029,4.600162999074272,,,,,,
2.0-5.0 over,v1_raw_error_1_minus,67,0.653857345850003,0.1305527495346668,0.6457421850231437,,,,,,,,,,,,,8.77039165910656,8.94201276827029,4.600162999074272,,,,,,
2.0-5.0 over,v1_lcc_error_1_minus,67,0.6978174158249861,0.23524415768393114,0.6197273544575528,,,,,,,,,,,,,8.77039165910656,8.94201276827029,4.600162999074272,,,,,,
