target,feature,spearman_rho,p_value,n,abs_rho,q_value_bh
delta_v2_lcc_minus_v2_raw_dice,kin_tumor_to_ring_auc_norm_diff,-0.04020319013135924,0.3574545686379287,526,0.04020319013135924,0.6343763211430936
delta_v2_lcc_minus_v2_raw_dice,v1_raw_n_components,0.03980774815042775,0.3622070971736566,526,0.03980774815042775,0.6343763211430936
delta_v2_lcc_minus_v2_raw_dice,kin_fg_observed_uptake_rate,0.03955087411471498,0.36531532580376913,526,0.03955087411471498,0.6343763211430936
delta_v2_lcc_minus_v2_raw_dice,kin_fg_washout_index,0.03927291385931074,0.3686973490404305,526,0.03927291385931074,0.6343763211430936
delta_v2_lcc_minus_v2_raw_dice,n_phases,0.03548203709320646,0.4167404092762621,526,0.03548203709320646,0.677203165073926
delta_v2_lcc_minus_v2_raw_dice,num_phases,0.03548203709320646,0.4167404092762621,526,0.03548203709320646,0.677203165073926
delta_v2_lcc_minus_v2_raw_dice,kin_n_phases,0.03548203709320646,0.4167404092762621,526,0.03548203709320646,0.677203165073926
delta_v2_lcc_minus_v2_raw_dice,kin_gt_auc_enh_norm,0.034891650689043915,0.4245406039938061,526,0.034891650689043915,0.6787977825771693
delta_v2_lcc_minus_v2_raw_dice,kin_selected_time_to_peak_s,-0.034565656044675826,0.4293250932539361,525,0.034565656044675826,0.6787977825771693
delta_v2_lcc_minus_v2_raw_dice,kin_ring_time_to_peak_s,-0.031343418560620236,0.4731781070287425,526,0.031343418560620236,0.7381578469648383
delta_v2_lcc_minus_v2_raw_dice,n_post_phases,0.02996657439742117,0.49284360667966665,526,0.02996657439742117,0.7447701245541838
delta_v2_lcc_minus_v2_raw_dice,clinical_n_post_phases,0.02996657439742117,0.49284360667966665,526,0.02996657439742117,0.7447701245541838
delta_v2_lcc_minus_v2_raw_dice,kin_selected_auc_norm,0.027133657845040314,0.5350322933908518,525,0.027133657845040314,0.7447701245541838
delta_v2_lcc_minus_v2_raw_dice,late_idx,0.027089871822058676,0.5353015676149511,526,0.027089871822058676,0.7447701245541838
delta_v2_lcc_minus_v2_raw_dice,kin_gt_mean_first_enh,0.02603356034394939,0.551340806840822,526,0.02603356034394939,0.7447701245541838
delta_v2_lcc_minus_v2_raw_dice,late_dev_s,-0.02421889931813535,0.5794332175894592,526,0.02421889931813535,0.7447701245541838
delta_v2_lcc_minus_v2_raw_dice,kin_late_dev_s,-0.02421889931813535,0.5794332175894592,526,0.02421889931813535,0.7447701245541838
delta_v2_lcc_minus_v2_raw_dice,early_t_s,-0.022039438988218647,0.6140320025765724,526,0.022039438988218647,0.7447701245541838
delta_v2_lcc_minus_v2_raw_dice,kin_first_post_s,-0.022039438988218647,0.6140320025765724,526,0.022039438988218647,0.7447701245541838
delta_v2_lcc_minus_v2_raw_dice,kin_early_t_s,-0.022039438988218647,0.6140320025765724,526,0.022039438988218647,0.7447701245541838
delta_v2_lcc_minus_v2_raw_dice,kin_gt_first_post_s,-0.022039438988218647,0.6140320025765724,526,0.022039438988218647,0.7447701245541838
delta_v2_lcc_minus_v2_raw_dice,kin_ring_first_post_s,-0.022039438988218647,0.6140320025765724,526,0.022039438988218647,0.7447701245541838
delta_v2_lcc_minus_v2_raw_dice,kin_fg_first_post_s,-0.022039438988218647,0.6140320025765724,526,0.022039438988218647,0.7447701245541838
delta_v2_lcc_minus_v2_raw_dice,early_dev_s,-0.02187287302728187,0.616713195235514,526,0.02187287302728187,0.7447701245541838
delta_v2_lcc_minus_v2_raw_dice,kin_early_dev_s,-0.02187287302728187,0.616713195235514,526,0.02187287302728187,0.7447701245541838
delta_v2_lcc_minus_v2_raw_dice,post_contrast_span_s,0.02094858387061064,0.6359495560233449,513,0.02094858387061064,0.7447701245541838
delta_v2_lcc_minus_v2_raw_dice,clinical_post_contrast_span_s,0.02094858387061064,0.6359495560233449,513,0.02094858387061064,0.7447701245541838
delta_v2_lcc_minus_v2_raw_dice,kin_last_post_s,-0.02064978100224374,0.6365556620121229,526,0.02064978100224374,0.7447701245541838
delta_v2_lcc_minus_v2_raw_dice,kin_acquisition_time_span_s,-0.02064978100224374,0.6365556620121229,526,0.02064978100224374,0.7447701245541838
delta_v2_lcc_minus_v2_raw_dice,kin_gt_last_post_s,-0.02064978100224374,0.6365556620121229,526,0.02064978100224374,0.7447701245541838
delta_v2_lcc_minus_v2_raw_dice,kin_gt_time_span_s,-0.02064978100224374,0.6365556620121229,526,0.02064978100224374,0.7447701245541838
delta_v2_lcc_minus_v2_raw_dice,kin_ring_last_post_s,-0.02064978100224374,0.6365556620121229,526,0.02064978100224374,0.7447701245541838
delta_v2_lcc_minus_v2_raw_dice,kin_ring_time_span_s,-0.02064978100224374,0.6365556620121229,526,0.02064978100224374,0.7447701245541838
delta_v2_lcc_minus_v2_raw_dice,kin_fg_last_post_s,-0.02064978100224374,0.6365556620121229,526,0.02064978100224374,0.7447701245541838
delta_v2_lcc_minus_v2_raw_dice,kin_fg_time_span_s,-0.02064978100224374,0.6365556620121229,526,0.02064978100224374,0.7447701245541838
delta_v2_lcc_minus_v2_raw_dice,first_post_time_s,-0.01901319953646361,0.6674663611242023,513,0.01901319953646361,0.7466233912722643
delta_v2_lcc_minus_v2_raw_dice,clinical_first_post_time_s,-0.01901319953646361,0.6674663611242023,513,0.01901319953646361,0.7466233912722643
delta_v2_lcc_minus_v2_raw_dice,kin_gt_mean_last_enh,0.018716258405758496,0.6684560897402634,526,0.018716258405758496,0.7466233912722643
delta_v2_lcc_minus_v2_raw_dice,kin_selected_max_enh,0.018216318093221245,0.677096868176159,525,0.018216318093221245,0.7466233912722643
delta_v2_lcc_minus_v2_raw_dice,kin_fg_auc_enh,0.01815043960836083,0.677908695326185,526,0.01815043960836083,0.7466233912722643
delta_v2_lcc_minus_v2_raw_dice,last_post_time_s,-0.017700169095463868,0.6891908227128594,513,0.017700169095463868,0.7466233912722643
