strict_phase_group,method,n_cases,dice_mean,dice_std,dice_median,iou_mean,iou_std,iou_median,precision_mean,precision_std,precision_median,recall_mean,recall_std,recall_median,pred_vol_cm3_mean,pred_vol_cm3_std,pred_vol_cm3_median,gt_vol_cm3_mean,gt_vol_cm3_std,gt_vol_cm3_median,pred_to_gt_vol_ratio_mean,pred_to_gt_vol_ratio_std,pred_to_gt_vol_ratio_median,largest_component_fraction_mean,largest_component_fraction_std,largest_component_fraction_median
both_good,v1_raw,152,0.5703917301169508,0.24520266234882712,0.641341230503168,0.4372363173773923,0.2274161625277074,0.4720409813007702,0.550669867740132,0.28758025306357554,0.6128099869746803,0.7465298481073159,0.21846442773261132,0.8214466170408123,35.585292740218,52.07925088836138,16.258306141319004,25.46851243356461,52.15256432958891,10.122149232407725,3.401505280075785,7.763721282322836,1.317880115397707,0.8010312343967311,0.1814071095891192,0.8627268452701268
both_good,v1_lcc,152,0.5935172413181468,0.2934306119540988,0.7015119906643259,0.47545074516989017,0.26164704938454636,0.5402547230898336,0.6239921081190077,0.32585685809897635,0.7418482701406998,0.6473850585520621,0.31610629654962585,0.7854046186041297,28.252404885022482,43.506807642085256,12.831110958641808,25.46851243356461,52.15256432958891,10.122149232407725,2.2416623968148435,4.195879639460968,1.1048877702071849,,,
both_good,v2_raw,152,0.5731657677559099,0.2456420850826091,0.6430576270067607,0.44023139247552723,0.2281637478902613,0.47390195136369934,0.557330945251708,0.28915343759816803,0.6213777936804071,0.7433488315090017,0.2188652971446499,0.8189231586459008,35.37734447615454,52.53475898202617,15.944598756058028,25.46851243356461,52.15256432958891,10.122149232407725,3.300242584084661,7.239246465603988,1.2955910130493815,0.8049860741897823,0.1807491936657808,0.8685254833040331
both_good,v2_lcc,152,0.5947296357772117,0.29390896248624054,0.7015119906643259,0.4769631554618976,0.26240336403968917,0.5402547230898336,0.629997167737206,0.32798588241736853,0.745680472074632,0.6442463166015843,0.31561746412194835,0.7850751928500359,28.24934125233474,43.982324783947185,12.796765923586392,25.46851243356461,52.15256432958891,10.122149232407725,2.225916207967996,4.118938189033939,1.087057550806065,,,
both_good,v1_small50,152,0.5780058661726276,0.24606862055635506,0.6473615818925416,0.44547209629587314,0.22986763384490655,0.478593342040895,0.565056531491052,0.2903110517298094,0.6376022682938846,0.7444784445661664,0.2200469456239596,0.8208202531188262,34.61521119498059,50.93023682853936,15.58100475950032,25.46851243356461,52.15256432958891,10.122149232407725,3.2794872186619215,7.5046024996987395,1.2502596767608376,,,
both_good,v1_small100,152,0.5808100666427954,0.24643449413291213,0.650321679149442,0.4485323829126652,0.2307457544144589,0.48183505748436095,0.5700309539640873,0.29136354600143655,0.6455880976677867,0.7437061773146237,0.22050281768373242,0.8208202531188262,34.32819877078969,50.70682160698642,15.336042998147379,25.46851243356461,52.15256432958891,10.122149232407725,3.2405503696252165,7.435239358258041,1.2419129494476018,,,
both_good,v2_small50,152,0.5806754070041759,0.246552698087483,0.6493839434810533,0.4484185428776807,0.2307183654789351,0.4808060101208975,0.5719826631886985,0.2920863169346318,0.6446296539666488,0.7412411577793445,0.2204527879548802,0.8162221704305516,34.41451154643064,51.3825605618405,15.480806522595094,25.46851243356461,52.15256432958891,10.122149232407725,3.182505254634077,7.00319019755397,1.2399269556855428,,,
both_good,v2_small100,152,0.5834121797101979,0.24685360680216528,0.6537735394322153,0.45140358228988664,0.2315573423634152,0.4856359489051094,0.5771998613468047,0.29314159208973545,0.6567065154107465,0.7403116437189389,0.22108677410918431,0.8157098493718677,34.12803564224026,51.15820041726663,15.096774521310596,25.46851243356461,52.15256432958891,10.122149232407725,3.1443417263603224,6.944405615732997,1.2360673451334212,,,
both_good,kin_v1_raw,152,0.5703917301169508,0.24520266234882712,0.641341230503168,,,,0.550669867740132,0.28758025306357554,0.6128099869746803,0.7465298481073159,0.21846442773261132,0.8214466170408123,,,,25.46851243356461,52.15256432958891,10.122149232407725,,,,,,
both_good,kin_v1_lcc,152,0.5935172413181468,0.2934306119540988,0.7015119906643259,,,,0.6239921081190077,0.32585685809897635,0.7418482701406998,0.6473850585520621,0.31610629654962585,0.7854046186041297,,,,25.46851243356461,52.15256432958891,10.122149232407725,,,,,,
both_good,kin_v2_raw,152,0.5731657677559099,0.2456420850826091,0.6430576270067607,,,,0.557330945251708,0.28915343759816803,0.6213777936804071,0.7433488315090017,0.2188652971446499,0.8189231586459008,,,,25.46851243356461,52.15256432958891,10.122149232407725,,,,,,
both_good,kin_v2_lcc,152,0.5947296357772117,0.29390896248624054,0.7015119906643259,,,,0.629997167737206,0.32798588241736853,0.745680472074632,0.6442463166015843,0.31561746412194835,0.7850751928500359,,,,25.46851243356461,52.15256432958891,10.122149232407725,,,,,,
both_good,kin_v2_kinetic_cc,152,0.2544665057438098,0.35945392131684145,0.0,,,,0.3024226709359537,0.3902259809802419,0.0,0.2685714032074911,0.3825340791936626,0.0,,,,25.46851243356461,52.15256432958891,10.122149232407725,,,,,,
both_good,kin_delta_v2_lcc_minus_raw,152,0.02156386802130168,0.11953507609142665,0.0185108195175605,,,,,,,,,,,,,25.46851243356461,52.15256432958891,10.122149232407725,,,,,,
both_good,kin_delta_kineticcc_minus_lcc,152,-0.34026313003340186,0.37776688749919735,-0.21586590760708319,,,,,,,,,,,,,25.46851243356461,52.15256432958891,10.122149232407725,,,,,,
both_good,v1_raw_error_1_minus,152,0.42960826988304923,0.24520266234882712,0.35865876949683195,,,,,,,,,,,,,25.46851243356461,52.15256432958891,10.122149232407725,,,,,,
both_good,v1_lcc_error_1_minus,152,0.40648275868185313,0.29343061195409886,0.29848800933567415,,,,,,,,,,,,,25.46851243356461,52.15256432958891,10.122149232407725,,,,,,
both_good,v1_small50_error_1_minus,152,0.42199413382737244,0.24606862055635506,0.35263841810745844,,,,,,,,,,,,,25.46851243356461,52.15256432958891,10.122149232407725,,,,,,
