group,n,first_post_s_mean,first_post_s_std,first_post_s_median,first_post_s_q25,first_post_s_q75,last_post_s_mean,last_post_s_std,last_post_s_median,last_post_s_q25,last_post_s_q75,early_dev_s_mean,early_dev_s_std,early_dev_s_median,early_dev_s_q25,early_dev_s_q75,late_dev_s_mean,late_dev_s_std,late_dev_s_median,late_dev_s_q25,late_dev_s_q75,gt_max_enh_mean,gt_max_enh_std,gt_max_enh_median,gt_max_enh_q25,gt_max_enh_q75,gt_auc_enh_norm_mean,gt_auc_enh_norm_std,gt_auc_enh_norm_median,gt_auc_enh_norm_q25,gt_auc_enh_norm_q75,gt_observed_uptake_rate_mean,gt_observed_uptake_rate_std,gt_observed_uptake_rate_median,gt_observed_uptake_rate_q25,gt_observed_uptake_rate_q75,gt_late_slope_mean,gt_late_slope_std,gt_late_slope_median,gt_late_slope_q25,gt_late_slope_q75,gt_washout_index_mean,gt_washout_index_std,gt_washout_index_median,gt_washout_index_q25,gt_washout_index_q75,tumor_to_ring_max_enh_diff_mean,tumor_to_ring_max_enh_diff_std,tumor_to_ring_max_enh_diff_median,tumor_to_ring_max_enh_diff_q25,tumor_to_ring_max_enh_diff_q75,tumor_to_ring_auc_norm_diff_mean,tumor_to_ring_auc_norm_diff_std,tumor_to_ring_auc_norm_diff_median,tumor_to_ring_auc_norm_diff_q25,tumor_to_ring_auc_norm_diff_q75,tumor_to_fg_max_enh_diff_mean,tumor_to_fg_max_enh_diff_std,tumor_to_fg_max_enh_diff_median,tumor_to_fg_max_enh_diff_q25,tumor_to_fg_max_enh_diff_q75,v2_raw_dice_mean,v2_raw_dice_std,v2_raw_dice_median,v2_raw_dice_q25,v2_raw_dice_q75,v2_raw_precision_mean,v2_raw_precision_std,v2_raw_precision_median,v2_raw_precision_q25,v2_raw_precision_q75,v2_raw_recall_mean,v2_raw_recall_std,v2_raw_recall_median,v2_raw_recall_q25,v2_raw_recall_q75,v2_lcc_dice_mean,v2_lcc_dice_std,v2_lcc_dice_median,v2_lcc_dice_q25,v2_lcc_dice_q75,v2_lcc_precision_mean,v2_lcc_precision_std,v2_lcc_precision_median,v2_lcc_precision_q25,v2_lcc_precision_q75,v2_lcc_recall_mean,v2_lcc_recall_std,v2_lcc_recall_median,v2_lcc_recall_q25,v2_lcc_recall_q75,v2_kinetic_cc_dice_mean,v2_kinetic_cc_dice_std,v2_kinetic_cc_dice_median,v2_kinetic_cc_dice_q25,v2_kinetic_cc_dice_q75,v2_kinetic_cc_precision_mean,v2_kinetic_cc_precision_std,v2_kinetic_cc_precision_median,v2_kinetic_cc_precision_q25,v2_kinetic_cc_precision_q75,v2_kinetic_cc_recall_mean,v2_kinetic_cc_recall_std,v2_kinetic_cc_recall_median,v2_kinetic_cc_recall_q25,v2_kinetic_cc_recall_q75,delta_v2_lcc_minus_raw_dice_mean,delta_v2_lcc_minus_raw_dice_std,delta_v2_lcc_minus_raw_dice_median,delta_v2_lcc_minus_raw_dice_q25,delta_v2_lcc_minus_raw_dice_q75,delta_kineticcc_minus_lcc_dice_mean,delta_kineticcc_minus_lcc_dice_std,delta_kineticcc_minus_lcc_dice_median,delta_kineticcc_minus_lcc_dice_q25,delta_kineticcc_minus_lcc_dice_q75
ALL,526,304.0874524714829,140.37211754873823,282.5,197.25,390.5,609.3916349809886,225.68219257216305,592.0,448.0,727.0,216.50190114068442,135.89187226894674,192.5,107.25,300.5,151.31558935361215,160.84562022941543,60.0,22.0,280.0,1.5683351163628436,0.5968174747700811,1.4549816250801086,1.1616332232952118,1.8758874535560608,1.1035845283759962,0.45382160648605196,1.0097845522683104,0.7839540708603108,1.3470346876427466,0.06110175435885483,0.36453397123688797,0.0047837991221586,0.0028260211925185,0.007190598703597275,-0.005639852846230494,0.03672935654392874,-0.0004434937666237,-0.0008759474690542,-0.00020266106021625,0.08639275248626338,0.1882755810956651,0.01075327396392815,0.0,0.0952946245670318,0.5794399433942802,0.4995804445547948,0.5005752444267273,0.24887749552726743,0.8371155336499214,0.5193831651580888,0.36022942137267316,0.4505926109480723,0.2873323171541347,0.7007091661565418,1.0453984612039513,0.5612903286282492,0.9605496898293494,0.6722625643014908,1.2767993733286858,0.5554280813791393,0.2340813541160367,0.6078278109408087,0.3857840643233301,0.7490347703360078,0.5312187297597841,0.2723462448152897,0.5627931403187236,0.3148585368464242,0.7563713326244982,0.7324690941171634,0.2287197519749299,0.8091592726126837,0.6324450501614074,0.9040866850041048,0.5738137498706288,0.29801473154791225,0.6860489140152657,0.4131667078702883,0.7985050975473127,0.6009788210356471,0.3266706774063617,0.7071708642050069,0.3926970476426311,0.8655391935699204,0.6373091325554745,0.32464529313405543,0.765411228130511,0.481154469559845,0.8951632577589023,0.2595866669920588,0.3524526895171257,0.0,0.0,0.6643974710386636,0.3177856624420948,0.38792780341479877,0.0,0.0,0.7461226263803515,0.27826663730698364,0.38248835650775115,0.0,0.0,0.7109838905286898,0.018385668491489416,0.13781376837488113,0.0175726982629655,0.002511383962491425,0.07143328691647267,-0.31422708287857004,0.3978697371972898,-0.1405573321586619,-0.719883610421812,0.0
