group,n,v2_raw_dice_mean,v2_raw_dice_std,v2_raw_dice_median,v2_raw_dice_q25,v2_raw_dice_q75,v2_lcc_dice_mean,v2_lcc_dice_std,v2_lcc_dice_median,v2_lcc_dice_q25,v2_lcc_dice_q75,v2_kinetic_cc_dice_mean,v2_kinetic_cc_dice_std,v2_kinetic_cc_dice_median,v2_kinetic_cc_dice_q25,v2_kinetic_cc_dice_q75,v2_raw_precision_mean,v2_raw_precision_std,v2_raw_precision_median,v2_raw_precision_q25,v2_raw_precision_q75,v2_lcc_precision_mean,v2_lcc_precision_std,v2_lcc_precision_median,v2_lcc_precision_q25,v2_lcc_precision_q75,v2_kinetic_cc_precision_mean,v2_kinetic_cc_precision_std,v2_kinetic_cc_precision_median,v2_kinetic_cc_precision_q25,v2_kinetic_cc_precision_q75,v2_raw_recall_mean,v2_raw_recall_std,v2_raw_recall_median,v2_raw_recall_q25,v2_raw_recall_q75,v2_lcc_recall_mean,v2_lcc_recall_std,v2_lcc_recall_median,v2_lcc_recall_q25,v2_lcc_recall_q75,v2_kinetic_cc_recall_mean,v2_kinetic_cc_recall_std,v2_kinetic_cc_recall_median,v2_kinetic_cc_recall_q25,v2_kinetic_cc_recall_q75
ALL,526,0.5554280813791393,0.2340813541160367,0.6078278109408087,0.3857840643233301,0.7490347703360078,0.5738137498706288,0.29801473154791225,0.6860489140152657,0.4131667078702883,0.7985050975473127,0.2595866669920588,0.3524526895171257,0.0,0.0,0.6643974710386636,0.5312187297597841,0.2723462448152897,0.5627931403187236,0.3148585368464242,0.7563713326244982,0.6009788210356471,0.3266706774063617,0.7071708642050069,0.3926970476426311,0.8655391935699204,0.3177856624420948,0.38792780341479877,0.0,0.0,0.7461226263803515,0.7324690941171634,0.2287197519749299,0.8091592726126837,0.6324450501614074,0.9040866850041048,0.6373091325554745,0.32464529313405543,0.765411228130511,0.481154469559845,0.8951632577589023,0.27826663730698364,0.38248835650775115,0.0,0.0,0.7109838905286898
