strict_phase_group,n,v1_raw_dice_mean,v1_raw_dice_std,v1_lcc_dice_mean,v1_lcc_dice_std,v2_raw_dice_mean,v2_raw_dice_std,v2_lcc_dice_mean,v2_lcc_dice_std,v2_raw_precision_mean,v2_raw_precision_std,v2_raw_recall_mean,v2_raw_recall_std,v2_lcc_precision_mean,v2_lcc_precision_std,v2_lcc_recall_mean,v2_lcc_recall_std,delta_v2raw_minus_v1raw_mean,delta_v2raw_minus_v1raw_std,delta_v2lcc_minus_v1lcc_mean,delta_v2lcc_minus_v1lcc_std,delta_v2lcc_minus_v2raw_mean,delta_v2lcc_minus_v2raw_std
both_good,152,0.5703917301169508,0.24520266234882712,0.5935172413181468,0.2934306119540988,0.5731657677559099,0.2456420850826091,0.5947296357772117,0.29390896248624054,0.557330945251708,0.28915343759816803,0.7433488315090017,0.2188652971446499,0.6299971677372062,0.3279858824173685,0.6442463166015843,0.31561746412194835,0.0027740376389592024,0.01361160953062515,0.0012123944590648535,0.009740079916065745,0.021563868021301707,0.11953507609142665
compatible_not_both_good,215,0.5273261238768919,0.22900025511676678,0.5498249006726261,0.2970231506359244,0.5411885582116642,0.22928886297800222,0.5588746196953286,0.2987491593528266,0.513004782349398,0.2613813274699946,0.7258897848161141,0.23278719738464526,0.5842247362208676,0.32493119245171276,0.6267489131530912,0.3277574323401586,0.01386243433477233,0.058207967197962944,0.009049719022702407,0.09545056694377975,0.017686061483664313,0.14450172453853874
poor_or_missing,159,0.5522927114024011,0.22901278869986122,0.5707229285618859,0.3001513839637292,0.5577260005724604,0.22937154406619673,0.5740193997441443,0.30156493218433617,0.5308850312595363,0.2700208309544053,0.7309648891873908,0.23339382563313765,0.5958929061711227,0.32796154652188725,0.644956901086944,0.33052363933091716,0.005433289170059202,0.02935883622776436,0.0032964711822583486,0.03666253048173691,0.016293399171684025,0.1454528650207875
