n,v1_raw_dice_mean,v1_raw_dice_std,v1_lcc_dice_mean,v1_lcc_dice_std,v2_raw_dice_mean,v2_raw_dice_std,v2_lcc_dice_mean,v2_lcc_dice_std,v2_raw_precision_mean,v2_raw_precision_std,v2_raw_recall_mean,v2_raw_recall_std,v2_lcc_precision_mean,v2_lcc_precision_std,v2_lcc_recall_mean,v2_lcc_recall_std,delta_v2raw_minus_v1raw_mean,delta_v2raw_minus_v1raw_std,delta_v2lcc_minus_v1lcc_mean,delta_v2lcc_minus_v1lcc_std,delta_v2lcc_minus_v2raw_mean,delta_v2lcc_minus_v2raw_std
526,0.5473178720994107,0.23404748419243243,0.568767908681203,0.296924605300726,0.5554280813791393,0.23408135411603667,0.5738137498706288,0.29801473154791225,0.5312187297597841,0.2723462448152897,0.7324690941171634,0.2287197519749299,0.6009788210356471,0.3266706774063617,0.6373091325554745,0.32464529313405543,0.008110209279728638,0.04144560848853261,0.0050458411894257656,0.06447709060816666,0.018385668491489444,0.13781376837488116
